"タイトル","コメント","URLアドレス","座標","詳細情報","親リスト","一覧抽出方法"
"ニセコアンヌプリ","15 にせこあんぬぷりニセコアンヌプリ後志管内1,308.0地理院地図Googleマップ北緯42度52分30秒東経140度39分32秒﻿ / ﻿北緯42.875018度 東経140.658839度﻿ / 42.875018; 140.658839﻿ (ニセコアンヌプリ)日本三百名山スキーリゾート五色温泉","https://ja.wikipedia.org/wiki/ニセコアンヌプリ","北緯42度52分30秒東経140度39分32秒","標高: 1,308.2 m;所在地: 日本北海道ニセコ町・倶知安町;位置: 北緯42度52分30秒東経140度39分32秒座標: 北緯42度52分30秒 東経140度39分32秒;山系: ニセコ連峰;種類: 成層火山;初登頂: 正木照信（1898年）","北海道の百名山","表形式"
"尻別岳","16 しりべつだけ尻別岳後志管内1,107.4地理院地図Googleマップ北緯42度46分21秒東経140度54分37秒﻿ / ﻿北緯42.772572度 東経140.910348度﻿ / 42.772572; 140.910348﻿ (尻別岳)前方羊蹄山ピンネシリルスツリゾート","https://ja.wikipedia.org/wiki/尻別岳","北緯42度46分20秒東経140度54分40秒","標高: 1107.27[1]m;所在地: 北海道喜茂別町・留寿都村・真狩村;位置: 北緯42度46分20秒東経140度54分40秒﻿ / ﻿北緯42.77222度 東経140.91111度﻿ / 42.77222; 140.91111座標: 北緯42度46分20秒東経140度54分40秒﻿ / ﻿北緯42.77222度 東経140.91111度﻿ / 42.77222; 140.91111;山系: 独立峰;種類: 溶岩ドーム","北海道の百名山","表形式"
"羊蹄山","17 ようていざん羊蹄山後志管内1,898地理院地図Googleマップ北緯42度49分42秒東経140度48分40秒﻿ / ﻿北緯42.828233度 東経140.811180度﻿ / 42.828233; 140.811180﻿ (羊蹄山)日本百名山新日本百名山一等三角点百名山後方羊蹄山蝦夷富士マッカリヌプリ","https://ja.wikipedia.org/wiki/羊蹄山","北緯42度49分36秒東経140度48分41秒","標高: 1,898[1]m;所在地: 日本北海道後志総合振興局ニセコ町・倶知安町・喜茂別町・真狩村・京極町;位置: 北緯42度49分36秒東経140度48分41秒座標: 北緯42度49分36秒 東経140度48分41秒[2];山系: 独立峰;種類: 成層火山・活火山（ランクＣ）","北海道の百名山","表形式"
"有珠山","18 うすざん有珠山胆振管内737.0地理院地図Googleマップ北緯42度32分38秒東経140度50分21秒﻿ / ﻿北緯42.543888度 東経140.839166度﻿ / 42.543888; 140.839166﻿ (有珠山)洞爺湖有珠山ジオパーク","https://ja.wikipedia.org/wiki/有珠山","北緯42度32分38秒東経140度50分21秒","標高: 大有珠：737 m;所在地: 日本北海道有珠郡壮瞥町・虻田郡洞爺湖町・伊達市;位置: 北緯42度32分38秒東経140度50分21秒﻿ / ﻿北緯42.54389度 東経140.83917度﻿ / 42.54389; 140.83917座標: 北緯42度32分38秒東経140度50分21秒﻿ / ﻿北緯42.54389度 東経140.83917度﻿ / 42.54389; 140.83917;種類: 成層火山と溶岩ドーム群[1](活火山ランクA)","北海道の百名山","表形式"
"鷲別岳","19 むろらんだけ室蘭岳胆振管内911.1地理院地図Googleマップ北緯42度26分08秒東経141度00分11秒﻿ / ﻿北緯42.435609度 東経141.003070度﻿ / 42.435609; 141.003070﻿ (室蘭岳)新・花の百名山正式名称：鷲別岳","https://ja.wikipedia.org/wiki/鷲別岳","北緯42度26分08秒東経141度00分11秒","標高: 911.1 m;所在地: 日本北海道室蘭市・登別市;位置: 北緯42度26分08秒東経141度00分11秒座標: 北緯42度26分08秒 東経141度00分11秒;山系: 支笏・洞爺;種類: 成層火山[1]","北海道の百名山","表形式"
"徳舜瞥山","20 とくしゅんべつやま徳舜瞥山胆振管内1,309地理院地図Googleマップ北緯42度38分03秒東経141度07分53秒﻿ / ﻿北緯42.634200度 東経141.131358度﻿ / 42.634200; 141.131358﻿ (徳舜瞥山)三階滝","https://ja.wikipedia.org/wiki/徳舜瞥山","北緯42度38分03秒東経141度07分53秒","標高: 1,309 m;所在地: 日本北海道伊達市大滝区;位置: 北緯42度38分03秒東経141度07分53秒座標: 北緯42度38分03秒 東経141度07分53秒;山系: ホロホロ・徳舜瞥火山[1];種類: 成層火山","北海道の百名山","表形式"
"樽前山","21 たるまえさん樽前山石狩管内胆振管内1,041地理院地図Googleマップ北緯42度41分31秒東経141度23分12秒﻿ / ﻿北緯42.691975度 東経141.386652度﻿ / 42.691975; 141.386652﻿ (樽前山)日本二百名山花の百名山支笏湖溶岩ドーム","https://ja.wikipedia.org/wiki/樽前山","北緯42度41分26秒東経141度22分36秒","標高: 1,041 m;所在地: 北海道苫小牧市・千歳市;位置: 北緯42度41分26秒東経141度22分36秒座標: 北緯42度41分26秒 東経141度22分36秒;山系: 支笏カルデラ;種類: 火砕丘、溶岩ドーム(活火山ランクA)","北海道の百名山","表形式"
"風不死岳","22 ふっぷしだけ風不死岳石狩管内1,102.5地理院地図Googleマップ北緯42度43分01秒東経141度21分32秒﻿ / ﻿北緯42.716842度 東経141.358874度﻿ / 42.716842; 141.358874﻿ (風不死岳)支笏湖","https://ja.wikipedia.org/wiki/風不死岳","北緯42度43分1秒東経141度21分32秒","標高: 1,102.5 m;所在地: 日本北海道千歳市;位置: 北緯42度43分1秒東経141度21分32秒座標: 北緯42度43分1秒 東経141度21分32秒;種類: 成層火山・溶岩ドーム","北海道の百名山","表形式"
"恵庭岳","23 えにわだけ恵庭岳石狩管内1,319.7地理院地図Googleマップ北緯42度47分36秒東経141度17分07秒﻿ / ﻿北緯42.793298度 東経141.285357度﻿ / 42.793298; 141.285357﻿ (恵庭岳)支笏湖オコタンペ湖","https://ja.wikipedia.org/wiki/恵庭岳","北緯42度47分35秒東経141度17分07秒","標高: 1,320 m;所在地: 日本北海道千歳市・恵庭市;位置: 北緯42度47分35秒東経141度17分07秒座標: 北緯42度47分35秒 東経141度17分07秒;種類: 活火山;最新噴火: 200年前[1]","北海道の百名山","表形式"
"漁岳","24 いざりだけ漁岳石狩管内1,317.7地理院地図Googleマップ北緯42度49分16秒東経141度14分08秒﻿ / ﻿北緯42.821111度 東経141.235555度﻿ / 42.821111; 141.235555﻿ (漁岳)支笏湖オコタンペ湖","https://ja.wikipedia.org/wiki/漁岳","北緯42度49分16秒東経141度14分08秒","標高: 1317.7 m;所在地: 日本北海道恵庭市・千歳市・札幌市;位置: 北緯42度49分16秒東経141度14分08秒座標: 北緯42度49分16秒 東経141度14分08秒;山系: 支笏火山[1];種類: 成層火山","北海道の百名山","表形式"
"空沼岳","25 そらぬまだけ空沼岳石狩管内1,251.0地理院地図Googleマップ北緯42度51分54秒東経141度15分13秒﻿ / ﻿北緯42.865083度 東経141.253641度﻿ / 42.865083; 141.253641﻿ (空沼岳)花の百名山","https://ja.wikipedia.org/wiki/空沼岳","北緯42度51分54秒東経141度15分13秒","標高: 1,250.8 m;所在地: 日本北海道札幌市南区簾舞;位置: 北緯42度51分54秒東経141度15分13秒座標: 北緯42度51分54秒 東経141度15分13秒","北海道の百名山","表形式"
"札幌岳","26 さっぽろだけ札幌岳石狩管内1,293.0地理院地図Googleマップ北緯42度54分01秒東経141度12分02秒﻿ / ﻿北緯42.900189度 東経141.200521度﻿ / 42.900189; 141.200521﻿ (札幌岳)豊平峡ダム","https://ja.wikipedia.org/wiki/札幌岳","北緯42度54分01秒東経141度12分02秒","標高: 1,293[1]m;所在地: 日本北海道札幌市南区;位置: 北緯42度54分01秒東経141度12分02秒座標: 北緯42度54分01秒 東経141度12分02秒[1];山系: 札幌岳火山[2];種類: 溶岩台地（楯状火山）","北海道の百名山","表形式"
"定山溪天狗岳","27 じょうざんけい・てんぐやま定山溪・天狗山石狩管内1,144.9地理院地図Googleマップ北緯43度00分39秒東経141度06分31秒﻿ / ﻿北緯43.010778度 東経141.108639度﻿ / 43.010778; 141.108639﻿ (定山溪・天狗山)","https://ja.wikipedia.org/wiki/定山溪天狗岳","北緯43度0分39秒東経141度6分30.7秒","標高: 1144.5 m;所在地: 日本北海道札幌市南区定山渓;位置: 北緯43度0分39秒東経141度6分30.7秒座標: 北緯43度0分39秒 東経141度6分30.7秒","北海道の百名山","表形式"
"無意根山","28 むいねやま無意根山石狩管内後志管内1,464地理院地図Googleマップ北緯42度55分43秒東経141度02分22秒﻿ / ﻿北緯42.928598度 東経141.039547度﻿ / 42.928598; 141.039547﻿ (無意根山)豊羽鉱山","https://ja.wikipedia.org/wiki/無意根山","北緯42度55分51秒東経141度02分26秒","標高: 1,464[1]m;所在地: 日本北海道札幌市南区・虻田郡京極町;位置: 北緯42度55分51秒東経141度02分26秒座標: 北緯42度55分51秒 東経141度02分26秒[1];山系: 無意根火山[2];種類: 溶岩台地（楯状火山）","北海道の百名山","表形式"
"余市岳","29 よいちだけ余市岳石狩管内後志管内1,488.1地理院地図Googleマップ北緯43度01分58秒東経141度01分11秒﻿ / ﻿北緯43.032728度 東経141.019787度﻿ / 43.032728; 141.019787﻿ (余市岳)日本三百名山花の百名山","https://ja.wikipedia.org/wiki/余市岳","北緯43度1分58秒東経141度1分10秒","標高: 1,488 m;所在地: 日本北海道札幌市南区・余市郡赤井川村;位置: 北緯43度1分58秒東経141度1分10秒﻿ / ﻿北緯43.03278度 東経141.01944度﻿ / 43.03278; 141.01944座標: 北緯43度1分58秒東経141度1分10秒﻿ / ﻿北緯43.03278度 東経141.01944度﻿ / 43.03278; 141.01944","北海道の百名山","表形式"
"手稲山","30 ていねやま手稲山石狩管内1,023.7地理院地図Googleマップ北緯43度04分36秒東経141度11分33秒﻿ / ﻿北緯43.076737度 東経141.192632度﻿ / 43.076737; 141.192632﻿ (手稲山)送信所・中継所","https://ja.wikipedia.org/wiki/手稲山","北緯43度4分36秒東経141度11分33秒","標高: 1023.1[1]m;所在地: 日本北海道札幌市手稲区・西区;位置: 北緯43度4分36秒東経141度11分33秒﻿ / ﻿北緯43.07667度 東経141.19250度﻿ / 43.07667; 141.19250座標: 北緯43度4分36秒東経141度11分33秒﻿ / ﻿北緯43.07667度 東経141.19250度﻿ / 43.07667; 141.19250;種類: 火山","北海道の百名山","表形式"
"崕山 (存在しないページ)","31 画 像 募 集 中きりぎしやま崕山空知管内1,072地理院地図Googleマップ北緯43度17分08秒東経142度14分16秒﻿ / ﻿北緯43.285694度 東経142.237656度﻿ / 43.285694; 142.237656﻿ (崕山)","https://ja.wikipedia.org/w/index.php?title=崕山&amp;action=edit&amp;redlink=1","","","北海道の百名山","表形式"
"夕張岳","32 ゆうばりだけ夕張岳空知管内上川管内1,667.8地理院地図Googleマップ北緯43度05分59秒東経142度15分04秒﻿ / ﻿北緯43.099692度 東経142.251010度﻿ / 43.099692; 142.251010﻿ (夕張岳)日本二百名山花の百名山新・花の百名山一等三角点百名山","https://ja.wikipedia.org/wiki/夕張岳","北緯43度05分59秒東経142度15分04秒","標高: 1,667.72[1]m;所在地: 日本北海道夕張市・空知郡南富良野町;位置: 北緯43度05分59秒東経142度15分04秒座標: 北緯43度05分59秒 東経142度15分04秒[2];山系: 夕張山地","北海道の百名山","表形式"
"芦別岳","33 あしべつだけ芦別岳空知管内上川管内1,726.5地理院地図Googleマップ北緯43度14分09秒東経142度17分01秒﻿ / ﻿北緯43.235731度 東経142.283553度﻿ / 43.235731; 142.283553﻿ (芦別岳)日本二百名山北海道の槍ヶ岳","https://ja.wikipedia.org/wiki/芦別岳","北緯43度14分09秒東経142度17分01秒","標高: 1,726.14[1]m;所在地: 日本北海道富良野市・空知郡南富良野町・芦別市;位置: 北緯43度14分09秒東経142度17分01秒座標: 北緯43度14分09秒 東経142度17分01秒[2];山系: 夕張山地","北海道の百名山","表形式"
"ピンネシリ (新十津川町・当別町)","34 画 像 募 集 中ぴんねしりピンネシリ石狩管内空知管内1,100.3地理院地図Googleマップ北緯43度29分31秒東経141度42分24秒﻿ / ﻿北緯43.491807度 東経141.706740度﻿ / 43.491807; 141.706740﻿ (ピンネシリ)","https://ja.wikipedia.org/wiki/ピンネシリ_(新十津川町・当別町)","北緯43度29分30.3秒東経141度42分24.1秒","標高: 1,100.4 m;所在地: 日本北海道樺戸郡新十津川町北海道石狩郡当別町;位置: 北緯43度29分30.3秒東経141度42分24.1秒;山系: 樺戸山地","北海道の百名山","表形式"
"神居尻山","35 画 像 募 集 中かむいしりやま神居尻山石狩管内946.7地理院地図Googleマップ北緯43度30分02秒東経141度39分45秒﻿ / ﻿北緯43.500478度 東経141.662545度﻿ / 43.500478; 141.662545﻿ (神居尻山)","https://ja.wikipedia.org/wiki/神居尻山","北緯43度30分01.7秒東経141度39分45.1秒","標高: 946.7 m;所在地: 日本北海道石狩郡当別町;位置: 北緯43度30分01.7秒東経141度39分45.1秒座標: 北緯43度30分01.7秒 東経141度39分45.1秒;山系: 樺戸山地","北海道の百名山","表形式"
"郡別岳 (存在しないページ)","36 画 像 募 集 中ぐんべつだけ郡別岳石狩管内留萌管内1,376.3地理院地図Googleマップ北緯43度41分05秒東経141度29分16秒﻿ / ﻿北緯43.684722度 東経141.487777度﻿ / 43.684722; 141.487777﻿ (郡別岳)","https://ja.wikipedia.org/w/index.php?title=郡別岳&amp;action=edit&amp;redlink=1","","","北海道の百名山","表形式"
"浜益岳 (存在しないページ)","37 画 像 募 集 中はまますだけ浜益岳石狩管内留萌管内1,257.3地理院地図Googleマップ北緯43度42分14秒東経141度26分20秒﻿ / ﻿北緯43.703893度 東経141.438911度﻿ / 43.703893; 141.438911﻿ (浜益岳)","https://ja.wikipedia.org/w/index.php?title=浜益岳&amp;action=edit&amp;redlink=1","","","北海道の百名山","表形式"
"暑寒別岳","38 しょかんべつだけ暑寒別岳空知管内留萌管内1,491.4地理院地図Googleマップ北緯43度42分57秒東経141度31分23秒﻿ / ﻿北緯43.715865度 東経141.522949度﻿ / 43.715865; 141.522949﻿ (暑寒別岳)日本二百名山新・花の百名山一等三角点百名山増毛富士","https://ja.wikipedia.org/wiki/暑寒別岳","北緯43度43分0秒東経141度31分20秒","標高: 1,491.62[1]m;所在地: 北海道増毛郡増毛町雨竜郡雨竜町・北竜町樺戸郡新十津川町;位置: 北緯43度43分0秒東経141度31分20秒;山系: 増毛山地","北海道の百名山","表形式"
"三頭山 (北海道) (存在しないページ)","39 画 像 募 集 中さんとうさん三頭山上川管内1,009.1地理院地図Googleマップ北緯44度05分30秒東経142度05分09秒﻿ / ﻿北緯44.091549度 東経142.085817度﻿ / 44.091549; 142.085817﻿ (三頭山)","https://ja.wikipedia.org/w/index.php?title=三頭山_(北海道)&amp;action=edit&amp;redlink=1","","","北海道の百名山","表形式"
"ピッシリ山 (存在しないページ)","40 画 像 募 集 中ぴっしりざんピッシリ山上川管内留萌管内1,031.5地理院地図Googleマップ北緯44度21分20秒東経142度01分55秒﻿ / ﻿北緯44.355624度 東経142.032063度﻿ / 44.355624; 142.032063﻿ (ピッシリ山)","https://ja.wikipedia.org/w/index.php?title=ピッシリ山&amp;action=edit&amp;redlink=1","","","北海道の百名山","表形式"
"チトカニウシ山 (存在しないページ)","41 画 像 募 集 中ちとかにうしやまチトカニウシ山上川管内オホーツク管内1,445.8地理院地図Googleマップ北緯43度54分24秒東経143度02分55秒﻿ / ﻿北緯43.906666度 東経143.048611度﻿ / 43.906666; 143.048611﻿ (チトカニウシ山)","https://ja.wikipedia.org/w/index.php?title=チトカニウシ山&amp;action=edit&amp;redlink=1","","","北海道の百名山","表形式"
"天塩岳","42 てしおだけ天塩岳上川管内オホーツク管内1,557.6地理院地図Googleマップ北緯43度57分52秒東経142度53分17秒﻿ / ﻿北緯43.964372度 東経142.887986度﻿ / 43.964372; 142.887986﻿ (天塩岳)日本二百名山一等三角点百名山天塩川源流","https://ja.wikipedia.org/wiki/天塩岳","北緯43度57分51秒東経142度53分16秒","標高: 1,557.6m;所在地: 日本北海道士別市・紋別郡滝上町;位置: 北緯43度57分51秒東経142度53分16秒座標: 北緯43度57分51秒 東経142度53分16秒","北海道の百名山","表形式"
"ウエンシリ岳 (存在しないページ)","43 画 像 募 集 中うえんしりだけウエンシリ岳上川管内オホーツク管内1,142.3地理院地図Googleマップ北緯44度13分44秒東経142度52分35秒﻿ / ﻿北緯44.228801度 東経142.876338度﻿ / 44.228801; 142.876338﻿ (ウエンシリ岳)","https://ja.wikipedia.org/w/index.php?title=ウエンシリ岳&amp;action=edit&amp;redlink=1","","","北海道の百名山","表形式"
"ピヤシリ山","44 画 像 募 集 中ぴやしりやまピヤシリ山上川管内オホーツク管内986.6地理院地図Googleマップ北緯44度26分01秒東経142度35分03秒﻿ / ﻿北緯44.433695度 東経142.584098度﻿ / 44.433695; 142.584098﻿ (ピヤシリ山)名寄ピヤシリスキー場","https://ja.wikipedia.org/wiki/ピヤシリ山","北緯44度26分01.3秒東経142度35分02.7秒","標高: 987.1 m;所在地: 日本北海道名寄市・下川町・雄武町;位置: 北緯44度26分01.3秒東経142度35分02.7秒座標: 北緯44度26分01.3秒 東経142度35分02.7秒;山系: 北見山地","北海道の百名山","表形式"
"函岳 (存在しないページ)","45 画 像 募 集 中はこだけ函岳オホーツク管内1,129.3地理院地図Googleマップ北緯44度39分57秒東経142度24分44秒﻿ / ﻿北緯44.665833度 東経142.412222度﻿ / 44.665833; 142.412222﻿ (函岳)","https://ja.wikipedia.org/w/index.php?title=函岳&amp;action=edit&amp;redlink=1","","","北海道の百名山","表形式"
"利尻岳","46 りしりざん利尻山宗谷管内1,721地理院地図Googleマップ北緯45度10分49秒東経141度14分29秒﻿ / ﻿北緯45.180415度 東経141.241384度﻿ / 45.180415; 141.241384﻿ (利尻山)日本百名山新日本百名山花の百名山新・花の百名山利尻富士利尻島","https://ja.wikipedia.org/wiki/利尻岳","北緯45度10分43秒東経141度14分31秒","標高: 1,721[1]m;所在地: 日本北海道宗谷総合振興局利尻郡利尻町・利尻富士町;位置: 北緯45度10分43秒東経141度14分31秒﻿ / ﻿北緯45.17861度 東経141.24194度﻿ / 45.17861; 141.24194座標: 北緯45度10分43秒東経141度14分31秒﻿ / ﻿北緯45.17861度 東経141.24194度﻿ / 45.17861; 141.24194[2];山系: 独立峰;種類: 成層火山","北海道の百名山","表形式"
"アポイ岳","47 あぽいだけアポイ岳日高管内810.6地理院地図Googleマップ北緯42度06分28秒東経143度01分32秒﻿ / ﻿北緯42.107851度 東経143.025652度﻿ / 42.107851; 143.025652﻿ (アポイ岳)花の百名山新・花の百名山アポイ岳ジオパーク","https://ja.wikipedia.org/wiki/アポイ岳","北緯42度06分28秒東経143度01分32秒","標高: 810.5 m;所在地: 日本北海道様似郡様似町;位置: 北緯42度06分28秒東経143度01分32秒座標: 北緯42度06分28秒 東経143度01分32秒;山系: 日高山脈","北海道の百名山","表形式"
"楽古岳","48 らっこだけ楽古岳日高管内十勝管内1,471.9地理院地図Googleマップ北緯42度16分21秒東経143度06分40秒﻿ / ﻿北緯42.272516度 東経143.111245度﻿ / 42.272516; 143.111245﻿ (楽古岳)","https://ja.wikipedia.org/wiki/楽古岳","北緯42度16分21秒東経143度06分40秒","標高: 1,471.5 m;所在地: 日本北海道浦河郡浦河町・広尾郡広尾町;位置: 北緯42度16分21秒東経143度06分40秒座標: 北緯42度16分21秒 東経143度06分40秒;山系: 日高山脈;種類: 褶曲山脈;初登頂: 正木照信（1900年）","北海道の百名山","表形式"
"野塚岳 (存在しないページ)","49 画 像 募 集 中のつかだけ野塚岳日高管内十勝管内1,353.2地理院地図Googleマップ北緯42度19分45秒東経143度02分52秒﻿ / ﻿北緯42.329188度 東経143.047803度﻿ / 42.329188; 143.047803﻿ (野塚岳)天馬街道野塚トンネル真上","https://ja.wikipedia.org/w/index.php?title=野塚岳&amp;action=edit&amp;redlink=1","","","北海道の百名山","表形式"
"ピリカヌプリ","50 ぴりかぬぷりピリカヌプリ日高管内十勝管内1,631.2地理院地図Googleマップ北緯42度24分08秒東経142度58分00秒﻿ / ﻿北緯42.402222度 東経142.966667度﻿ / 42.402222; 142.966667﻿ (ピリカヌプリ)南日高三山柴崎芳太郎","https://ja.wikipedia.org/wiki/ピリカヌプリ","北緯42度24分08秒東経142度58分00秒","標高: 1,630.8 m;所在地: 日本北海道広尾郡大樹町・浦河郡浦河町;位置: 北緯42度24分08秒東経142度58分00秒座標: 北緯42度24分08秒 東経142度58分00秒;山系: 日高山脈;種類: 褶曲山脈;初登頂: 柴崎芳太郎（1913年）","北海道の百名山","表形式"
