"タイトル","コメント","URLアドレス","座標","詳細情報","親リスト","一覧抽出方法"
"毛勝三山","釜谷山2415","https://ja.wikipedia.org/wiki/毛勝三山","北緯36度42分04秒東経137度35分27秒","標高: 2,414.52[1]m;所在地: 日本富山県魚津市、黒部市;位置: 北緯36度42分04秒東経137度35分27秒;山系: 飛騨山脈（立山連峰）;標高: 2,415 m;所在地: 富山県魚津市、黒部市;位置: 北緯36度41分22秒東経137度35分09秒;山系: 飛騨山脈（立山連峰）;標高: 2,378.16[1]m;所在地: 富山県魚津市、黒部市、中新川郡上市町;位置: 北緯36度40分52秒東経137度35分25秒;山系: 飛騨山脈（立山連峰）;標高: 2,414.52[1]m;所在地: 日本富山県魚津市、黒部市;位置: 北緯36度42分04秒東経137度35分27秒;山系: 飛騨山脈（立山連峰）;標高: 2,415 m;所在地: 富山県魚津市、黒部市;位置: 北緯36度41分22秒東経137度35分09秒;山系: 飛騨山脈（立山連峰）;標高: 2,378.16[1]m;所在地: 富山県魚津市、黒部市、中新川郡上市町;位置: 北緯36度40分52秒東経137度35分25秒;山系: 飛騨山脈（立山連峰）;標高: 2,414.52[1]m;所在地: 日本富山県魚津市、黒部市;位置: 北緯36度42分04秒東経137度35分27秒;山系: 飛騨山脈（立山連峰）;標高: 2,415 m;所在地: 富山県魚津市、黒部市;位置: 北緯36度41分22秒東経137度35分09秒;山系: 飛騨山脈（立山連峰）;標高: 2,378.16[1]m;所在地: 富山県魚津市、黒部市、中新川郡上市町;位置: 北緯36度40分52秒東経137度35分25秒;山系: 飛騨山脈（立山連峰）","富山の百山","箇条書き"
"毛勝三山","毛勝岳2415","https://ja.wikipedia.org/wiki/毛勝三山","北緯36度42分04秒東経137度35分27秒","標高: 2,414.52[1]m;所在地: 日本富山県魚津市、黒部市;位置: 北緯36度42分04秒東経137度35分27秒;山系: 飛騨山脈（立山連峰）;標高: 2,415 m;所在地: 富山県魚津市、黒部市;位置: 北緯36度41分22秒東経137度35分09秒;山系: 飛騨山脈（立山連峰）;標高: 2,378.16[1]m;所在地: 富山県魚津市、黒部市、中新川郡上市町;位置: 北緯36度40分52秒東経137度35分25秒;山系: 飛騨山脈（立山連峰）;標高: 2,414.52[1]m;所在地: 日本富山県魚津市、黒部市;位置: 北緯36度42分04秒東経137度35分27秒;山系: 飛騨山脈（立山連峰）;標高: 2,415 m;所在地: 富山県魚津市、黒部市;位置: 北緯36度41分22秒東経137度35分09秒;山系: 飛騨山脈（立山連峰）;標高: 2,378.16[1]m;所在地: 富山県魚津市、黒部市、中新川郡上市町;位置: 北緯36度40分52秒東経137度35分25秒;山系: 飛騨山脈（立山連峰）;標高: 2,414.52[1]m;所在地: 日本富山県魚津市、黒部市;位置: 北緯36度42分04秒東経137度35分27秒;山系: 飛騨山脈（立山連峰）;標高: 2,415 m;所在地: 富山県魚津市、黒部市;位置: 北緯36度41分22秒東経137度35分09秒;山系: 飛騨山脈（立山連峰）;標高: 2,378.16[1]m;所在地: 富山県魚津市、黒部市、中新川郡上市町;位置: 北緯36度40分52秒東経137度35分25秒;山系: 飛騨山脈（立山連峰）","富山の百山","箇条書き"
"大猫山","大猫山（2,070m）","https://ja.wikipedia.org/wiki/大猫山","北緯36度40分26秒東経137度34分37秒","標高: 2070 m;所在地: 日本富山県魚津市、中新川郡上市町;位置: 北緯36度40分26秒東経137度34分37秒座標: 北緯36度40分26秒 東経137度34分37秒;山系: 東芦見丘陵","富山の百山","箇条書き"
"細蔵山","細蔵山（1,551m）","https://ja.wikipedia.org/wiki/細蔵山","北緯36度39分55秒東経137度32分56秒","標高: 1551 m;所在地: 日本富山県中新川郡上市町;位置: 北緯36度39分55秒東経137度32分56秒座標: 北緯36度39分55秒 東経137度32分56秒;山系: 大日連峰","富山の百山","箇条書き"
"大熊山","大熊山（1,629m）","https://ja.wikipedia.org/wiki/大熊山","北緯36度37分31秒東経137度31分18秒","標高: 1628.5 m;所在地: 日本富山県中新川郡上市町;位置: 北緯36度37分31秒東経137度31分18秒﻿ / ﻿北緯36.62528度 東経137.52167度﻿ / 36.62528; 137.52167座標: 北緯36度37分31秒東経137度31分18秒﻿ / ﻿北緯36.62528度 東経137.52167度﻿ / 36.62528; 137.52167;山系: 飛騨山脈大日連峰","富山の百山","箇条書き"
"中山 (富山県)","中山（1,225m）","https://ja.wikipedia.org/wiki/中山_(富山県)","北緯36度38分21秒東経137度33分11秒","標高: 1,255 m;所在地: 日本富山県中新川郡上市町;位置: 北緯36度38分21秒東経137度33分11秒座標: 北緯36度38分21秒 東経137度33分11秒;山系: 立山連峰","富山の百山","箇条書き"
"クズバ山","クズバ山（1,876m）","https://ja.wikipedia.org/wiki/クズバ山","北緯36度37分28秒東経137度33分44秒","標高: 1,876 m;所在地: 日本富山県中新川郡上市町;位置: 北緯36度37分28秒東経137度33分44秒座標: 北緯36度37分28秒 東経137度33分44秒;山系: 大日山系","富山の百山","箇条書き"
"鳶山","鳶山（2,616m）","https://ja.wikipedia.org/wiki/鳶山","北緯36度32分3.79秒東経137度35分10.42秒","標高: 2,616 m;所在地: 日本・富山県中新川郡立山町;位置: 北緯36度32分3.79秒東経137度35分10.42秒;山系: 飛騨山脈（立山連峰）","富山の百山","箇条書き"
"越中沢岳","越中沢岳（2,591m）","https://ja.wikipedia.org/wiki/越中沢岳","北緯36度30分54秒東経137度34分59秒","標高: 2591.4 m;所在地: 日本富山県富山市;位置: 北緯36度30分54秒東経137度34分59秒﻿ / ﻿北緯36.51500度 東経137.58306度﻿ / 36.51500; 137.58306座標: 北緯36度30分54秒東経137度34分59秒﻿ / ﻿北緯36.51500度 東経137.58306度﻿ / 36.51500; 137.58306;山系: 立山連峰","富山の百山","箇条書き"
"薬師岳","薬師岳（2,926m）","https://ja.wikipedia.org/wiki/薬師岳","北緯36度28分08秒東経137度32分41秒","標高: 2,926.01[1]m;所在地: 日本富山県富山市;位置: 北緯36度28分08秒東経137度32分41秒座標: 北緯36度28分08秒 東経137度32分41秒[2];山系: 飛騨山脈（立山連峰）","富山の百山","箇条書き"
"寺地山","寺地山（1,996m）","https://ja.wikipedia.org/wiki/寺地山","北緯36度25分31秒東経137度28分27秒","標高: 1,996.04[注釈 1][1]m;所在地: 日本富山県富山市岐阜県飛騨市;位置: 北緯36度25分31秒東経137度28分27秒座標: 北緯36度25分31秒 東経137度28分27秒[1];山系: 飛騨山脈（立山連峰）","富山の百山","箇条書き"
"北ノ俣岳","北ノ俣岳（2,662m）","https://ja.wikipedia.org/wiki/北ノ俣岳","北緯36度25分16秒東経137度30分44秒","標高: 2,662[1]m;所在地: 日本富山県富山市岐阜県飛騨市;位置: 北緯36度25分16秒東経137度30分44秒座標: 北緯36度25分16秒 東経137度30分44秒[1];山系: 飛騨山脈（立山連峰）","富山の百山","箇条書き"
"黒部五郎岳","黒部五郎岳（2,840m）","https://ja.wikipedia.org/wiki/黒部五郎岳","北緯36度23分33秒東経137度32分24秒","標高: 2,839.58[1]m;所在地: 日本富山県富山市岐阜県高山市・飛騨市;位置: 北緯36度23分33秒東経137度32分24秒座標: 北緯36度23分33秒 東経137度32分24秒[2];山系: 飛騨山脈（立山連峰）","富山の百山","箇条書き"
"三俣蓮華岳","三俣蓮華岳（2,841m）","https://ja.wikipedia.org/wiki/三俣蓮華岳","北緯36度23分24秒東経137度35分16秒","標高: 2,841.37[1]m;所在地: 日本富山県富山市長野県大町市岐阜県高山市;位置: 北緯36度23分24秒東経137度35分16秒座標: 北緯36度23分24秒 東経137度35分16秒[2];山系: 飛騨山脈（立山連峰、後立山連峰、穂高連峰）","富山の百山","箇条書き"
"鷲羽岳","鷲羽岳（2,924m）","https://ja.wikipedia.org/wiki/鷲羽岳","北緯36度24分11秒東経137度36分19秒","標高: 2,924.35[1]m;所在地: 日本長野県大町市富山県富山市;位置: 北緯36度24分11秒東経137度36分19秒座標: 北緯36度24分11秒 東経137度36分19秒[1];山系: 飛騨山脈;初登頂: 志村烏嶺（1907年）[2]","富山の百山","箇条書き"
"祖父岳","祖父岳（2,825m）","https://ja.wikipedia.org/wiki/祖父岳","北緯36度24分40秒東経137度35分28秒","標高: 2,825 m;所在地: 日本富山県富山市;位置: 北緯36度24分40秒東経137度35分28秒座標: 北緯36度24分40秒 東経137度35分28秒;山系: 飛騨山脈;種類: 溶岩台地","富山の百山","箇条書き"
"水晶岳","水晶岳（2,986m）","https://ja.wikipedia.org/wiki/水晶岳","北緯36度25分35秒東経137度36分10秒","標高: 2,986[1]m;所在地: 日本富山県富山市;位置: 北緯36度25分35秒東経137度36分10秒座標: 北緯36度25分35秒 東経137度36分10秒[1];山系: 飛騨山脈","富山の百山","箇条書き"
"赤牛岳","赤牛岳（2,864m）","https://ja.wikipedia.org/wiki/赤牛岳","北緯36度27分42秒東経137度36分12秒","標高: 2,864.23[1]m;所在地: 日本富山県富山市;位置: 北緯36度27分42秒東経137度36分12秒座標: 北緯36度27分42秒 東経137度36分12秒[2];山系: 飛騨山脈（北アルプス）","富山の百山","箇条書き"
"烏帽子岳 (飛騨山脈)","烏帽子岳（2,628m）","https://ja.wikipedia.org/wiki/烏帽子岳_(飛騨山脈)","北緯36度28分46秒東経137度39分03秒","標高: 2,628[1]　 m;所在地: 長野県大町市, 富山県富山市;位置: 北緯36度28分46秒東経137度39分03秒座標: 北緯36度28分46秒 東経137度39分03秒[1];山系: 飛騨山脈（北アルプス）","富山の百山","箇条書き"
"野口五郎岳","野口五郎岳（2,924m）","https://ja.wikipedia.org/wiki/野口五郎岳","北緯36度25分57秒東経137度38分16秒","標高: 2,924.3 m;所在地: 富山県富山市、長野県大町市;位置: 北緯36度25分57秒東経137度38分16秒座標: 北緯36度25分57秒 東経137度38分16秒;山系: 飛騨山脈","富山の百山","箇条書き"
"針ノ木岳","針ノ木岳（2,821m）","https://ja.wikipedia.org/wiki/針ノ木岳","北緯36度32分17秒東経137度41分04秒","標高: 2,820.60[1]m;所在地: 日本富山県中新川郡立山町長野県大町市;位置: 北緯36度32分17秒東経137度41分04秒座標: 北緯36度32分17秒 東経137度41分04秒[2];山系: 飛騨山脈（後立山連峰）;種類: 褶曲・隆起","富山の百山","箇条書き"
"蓮華岳","蓮華岳（2,799m）","https://ja.wikipedia.org/wiki/蓮華岳","北緯36度32分09秒東経137度42分38秒","標高: 2,798.73[1]m;所在地: 日本富山県中新川郡立山町長野県大町市;位置: 北緯36度32分09秒東経137度42分38秒座標: 北緯36度32分09秒 東経137度42分38秒[2];山系: 飛騨山脈","富山の百山","箇条書き"
"赤沢岳","赤沢岳（2,678m）","https://ja.wikipedia.org/wiki/赤沢岳","北緯36度33分43.0秒東経137度41分15.2秒","標高: 2677.8 m;所在地: 日本富山県中新川郡立山町、長野県大町市;位置: 北緯36度33分43.0秒東経137度41分15.2秒座標: 北緯36度33分43.0秒 東経137度41分15.2秒;山系: 飛騨山脈（後立山連峰）","富山の百山","箇条書き"
"爺ヶ岳","爺ヶ岳（2,670m）","https://ja.wikipedia.org/wiki/爺ヶ岳","北緯36度35分18秒東経137度45分03秒","標高: 2,669.82[1]m;所在地: 日本富山県中新川郡立山町長野県大町市;位置: 北緯36度35分18秒東経137度45分03秒座標: 北緯36度35分18秒 東経137度45分03秒[2];山系: 飛騨山脈（後立山連峰）;種類: 褶曲・隆起","富山の百山","箇条書き"
"鹿島槍ヶ岳","鹿島槍ヶ岳（2,889m）","https://ja.wikipedia.org/wiki/鹿島槍ヶ岳","北緯36度37分28秒東経137度44分49秒","標高: 2,889.08[1]m;所在地: 日本富山県黒部市・立山町長野県大町市;位置: 北緯36度37分28秒東経137度44分49秒座標: 北緯36度37分28秒 東経137度44分49秒[2];山系: 飛騨山脈（後立山連峰）;種類: 褶曲・隆起","富山の百山","箇条書き"
"唐松岳","唐松岳（2,696m）","https://ja.wikipedia.org/wiki/唐松岳","北緯36度41分14秒東経137度45分17秒","標高: 2,695.9[1]m;所在地: 日本長野県北安曇郡白馬村、富山県黒部市;位置: 北緯36度41分14秒東経137度45分17秒座標: 北緯36度41分14秒 東経137度45分17秒[2];山系: 後立山連峰（飛騨山脈北部）[3];2012年:;2013年: 121,265;2014年: 128,805;2015年: 123,366;2016年: 104,169","富山の百山","箇条書き"
"五竜岳","五竜岳（2,814m）","https://ja.wikipedia.org/wiki/五竜岳","北緯36度39分30秒東経137度45分10秒","標高: 2,814[1]m;所在地: 日本富山県黒部市・長野県大町市;位置: 北緯36度39分30秒東経137度45分10秒座標: 北緯36度39分30秒 東経137度45分10秒[1];山系: 飛騨山脈（後立山連峰）;初登頂: 三枝威之助（1908年7月）[2]","富山の百山","箇条書き"
"清水岳 (飛騨山脈)","清水岳（2,603m）","https://ja.wikipedia.org/wiki/清水岳_(飛騨山脈)","北緯36度45分52.95秒東経137度43分7.81秒","標高: 2603 m;所在地: 日本富山県黒部市;位置: 北緯36度45分52.95秒東経137度43分7.81秒座標: 北緯36度45分52.95秒 東経137度43分7.81秒;山系: 飛騨山脈（後立山連峰）","富山の百山","箇条書き"
"白馬岳","白馬岳（2,932m）","https://ja.wikipedia.org/wiki/白馬岳","北緯36度45分31秒東経137度45分31秒","標高: 2,932.24[1]m;所在地: 日本長野県北安曇郡白馬村富山県黒部市、下新川郡朝日町[2];位置: 北緯36度45分31秒東経137度45分31秒座標: 北緯36度45分31秒 東経137度45分31秒;山系: 飛騨山脈（後立山連峰）;種類: 褶曲・隆起;初登頂: 1883年（北安曇郡長ら）[3]","富山の百山","箇条書き"
"杓子岳","杓子岳（2,812m）","https://ja.wikipedia.org/wiki/杓子岳","北緯36度44分26秒東経137度45分33秒","標高: 2,812 m;所在地: 日本長野県北安曇郡白馬村富山県黒部市;位置: 北緯36度44分26秒東経137度45分33秒;山系: 飛騨山脈（後立山連峰）","富山の百山","箇条書き"
"鑓ヶ岳","鑓ヶ岳（2,903m）","https://ja.wikipedia.org/wiki/鑓ヶ岳","北緯36度43分53秒東経137度45分19秒","標高: 2,903.11m;所在地: 日本長野県北安曇郡白馬村富山県黒部市;位置: 北緯36度43分53秒東経137度45分19秒;山系: 飛騨山脈（後立山連峰）","富山の百山","箇条書き"
"朝日岳 (飛騨山脈)","朝日岳（2,418m）","https://ja.wikipedia.org/wiki/朝日岳_(飛騨山脈)","北緯36度49分36秒東経137度43分48秒","標高: 2,417.97m;所在地: 日本新潟県糸魚川市富山県下新川郡朝日町;位置: 北緯36度49分36秒東経137度43分48秒座標: 北緯36度49分36秒 東経137度43分48秒;山系: 飛騨山脈（後立山連峰）","富山の百山","箇条書き"
"雪倉岳","雪倉岳（2,611m）","https://ja.wikipedia.org/wiki/雪倉岳","北緯36度47分41秒東経137度45分15秒","標高: 2,610.87[1]m;所在地: 日本新潟県糸魚川市富山県下新川郡朝日町;位置: 北緯36度47分41秒東経137度45分15秒座標: 北緯36度47分41秒 東経137度45分15秒[2];山系: 飛騨山脈（後立山連峰）","富山の百山","箇条書き"
"黒岩山 (飛騨山脈)","黒岩山（1,624m）","https://ja.wikipedia.org/wiki/黒岩山_(飛騨山脈)","北緯36度52分25.25秒東経137度43分54.05秒","標高: 1624 m;所在地: 日本富山県下新川郡朝日町、新潟県糸魚川市;位置: 北緯36度52分25.25秒東経137度43分54.05秒座標: 北緯36度52分25.25秒 東経137度43分54.05秒;山系: 飛騨山脈(後立山連峰)","富山の百山","箇条書き"
"犬ヶ岳 (新潟県・富山県)","犬ヶ岳（1,592m）","https://ja.wikipedia.org/wiki/犬ヶ岳_(新潟県・富山県)","北緯36度54分25秒東経137度42分56秒","標高: 1,592[1]m;所在地: 日本新潟県糸魚川市富山県下新川郡朝日町;位置: 北緯36度54分25秒東経137度42分56秒座標: 北緯36度54分25秒 東経137度42分56秒;山系: 飛騨山脈（後立山連峰）","富山の百山","箇条書き"
"白鳥山 (新潟県・富山県)","白鳥山（1,287m）","https://ja.wikipedia.org/wiki/白鳥山_(新潟県・富山県)","北緯36度56分40秒東経137度42分39秒","標高: 1,286.9 m;所在地: 日本新潟県糸魚川市富山県下新川郡朝日町;位置: 北緯36度56分40秒東経137度42分39秒座標: 北緯36度56分40秒 東経137度42分39秒;山系: 飛騨山脈（後立山連峰）","富山の百山","箇条書き"
"初雪山","初雪山（1,615m）","https://ja.wikipedia.org/wiki/初雪山","北緯36度53分48秒東経137度41分15秒","標高: 1,615 m;所在地: 日本富山県下新川郡朝日町;位置: 北緯36度53分48秒東経137度41分15秒座標: 北緯36度53分48秒 東経137度41分15秒;山系: 飛騨山脈","富山の百山","箇条書き"
"大地山","大地山（1167m）","https://ja.wikipedia.org/wiki/大地山","北緯36度54分40秒東経137度38分34秒","標高: 1167 m;所在地: 日本富山県下新川郡朝日町;位置: 北緯36度54分40秒東経137度38分34秒座標: 北緯36度54分40秒 東経137度38分34秒","富山の百山","箇条書き"
"大鷲山","大鷲山（817m）","https://ja.wikipedia.org/wiki/大鷲山","北緯36度29分57秒東経137度6分50秒","標高: 817 m;所在地: 日本富山県下新川郡朝日町;位置: 北緯36度29分57秒東経137度6分50秒座標: 北緯36度29分57秒 東経137度6分50秒","富山の百山","箇条書き"
"黒菱山","黒菱山（1,042m）","https://ja.wikipedia.org/wiki/黒菱山","北緯36度29分57秒東経137度6分50秒","標高: 1042 m;所在地: 日本富山県下新川郡朝日町;位置: 北緯36度29分57秒東経137度6分50秒座標: 北緯36度29分57秒 東経137度6分50秒;山系: 飛騨山脈","富山の百山","箇条書き"
"南保富士","南保富士（727m）","https://ja.wikipedia.org/wiki/南保富士","北緯36度29分57秒東経137度6分50秒","標高: 727 m;所在地: 日本富山県下新川郡朝日町;位置: 北緯36度29分57秒東経137度6分50秒座標: 北緯36度29分57秒 東経137度6分50秒","富山の百山","箇条書き"
"負釣山","負釣山（959m）","https://ja.wikipedia.org/wiki/負釣山","北緯36度52分15秒東経137度36分33秒","標高: 959(978) m;所在地: 日本富山県下新川郡入善町・朝日町;位置: 北緯36度52分15秒東経137度36分33秒﻿ / ﻿北緯36.87083度 東経137.60917度﻿ / 36.87083; 137.60917座標: 北緯36度52分15秒東経137度36分33秒﻿ / ﻿北緯36.87083度 東経137.60917度﻿ / 36.87083; 137.60917;山系: 飛騨山脈","富山の百山","箇条書き"
"鋲ヶ岳","鋲ヶ岳（861m）","https://ja.wikipedia.org/wiki/鋲ヶ岳","北緯36度29分57秒東経137度6分50秒","標高: 861 m;所在地: 日本富山県黒部市;位置: 北緯36度29分57秒東経137度6分50秒座標: 北緯36度29分57秒 東経137度6分50秒;山系: 立山連峰(烏帽子尾根)","富山の百山","箇条書き"
"烏帽子山","烏帽子山（1,274m）","https://ja.wikipedia.org/wiki/烏帽子山","","","富山の百山","箇条書き"
"僧ヶ岳","僧ヶ岳（1,855m）","https://ja.wikipedia.org/wiki/僧ヶ岳","北緯36度45分42秒東経137度33分49秒","標高: 1,855.41 m;所在地: 日本富山県魚津市・黒部市;位置: 北緯36度45分42秒東経137度33分49秒﻿ / ﻿北緯36.76167度 東経137.56361度﻿ / 36.76167; 137.56361座標: 北緯36度45分42秒東経137度33分49秒﻿ / ﻿北緯36.76167度 東経137.56361度﻿ / 36.76167; 137.56361;山系: 飛騨山脈（立山連峰）","富山の百山","箇条書き"
"越中駒ヶ岳","越中駒ヶ岳（2,002m）","https://ja.wikipedia.org/wiki/越中駒ヶ岳","北緯36度45分07秒東経137度35分04秒","標高: 2,002.48[1]m;所在地: 日本富山県魚津市・黒部市;位置: 北緯36度45分07秒東経137度35分04秒座標: 北緯36度45分07秒 東経137度35分04秒[1];山系: 飛騨山脈（立山連峰）","富山の百山","箇条書き"
"大倉山","大倉山（1,205m）","https://ja.wikipedia.org/wiki/大倉山","","","富山の百山","箇条書き"
"濁谷山","濁谷山（1,238m）","https://ja.wikipedia.org/wiki/濁谷山","北緯36度29分57秒東経137度6分50秒","標高: 1238 m;所在地: 日本富山県魚津市、中新川郡上市町;位置: 北緯36度29分57秒東経137度6分50秒座標: 北緯36度29分57秒 東経137度6分50秒;山系: 東芦見尾根","富山の百山","箇条書き"
"千石城山","千石城山（757m）","https://ja.wikipedia.org/wiki/千石城山","北緯36度40分9秒東経137度27分11秒","標高: 757.3 m;所在地: 日本富山県中新川郡上市町;位置: 北緯36度40分9秒東経137度27分11秒座標: 北緯36度40分9秒 東経137度27分11秒","富山の百山","箇条書き"
"城ヶ平山","城ヶ平山（446m）","https://ja.wikipedia.org/wiki/城ヶ平山","北緯36度39分59秒東経137度24分9秒","標高: 446.3 m;所在地: 日本富山県中新川郡上市町;位置: 北緯36度39分59秒東経137度24分9秒座標: 北緯36度39分59秒 東経137度24分9秒","富山の百山","箇条書き"
"高峰山 (富山県)","高峰山（958m）","https://ja.wikipedia.org/wiki/高峰山_(富山県)","北緯36度37分34秒東経137度25分41秒","標高: 958 m;所在地: 日本富山県中新川郡上市町;位置: 北緯36度37分34秒東経137度25分41秒座標: 北緯36度37分34秒 東経137度25分41秒;山系: 飛騨山脈大日山系","富山の百山","箇条書き"
"鍋冠山 (富山県)","鍋冠山（900m）","https://ja.wikipedia.org/wiki/鍋冠山_(富山県)","北緯36度38分16.86秒東経137度25分26.47秒","標高: 900 m;所在地: 日本富山県中新川郡上市町;位置: 北緯36度38分16.86秒東経137度25分26.47秒座標: 北緯36度38分16.86秒 東経137度25分26.47秒;山系: 独立峰","富山の百山","箇条書き"
"大辻山","大辻山（1,361m）","https://ja.wikipedia.org/wiki/大辻山","北緯36度39分59秒東経137度24分9秒","標高: 1361 m;所在地: 日本富山県中新川郡上市町・立山町;位置: 北緯36度39分59秒東経137度24分9秒座標: 北緯36度39分59秒 東経137度24分9秒","富山の百山","箇条書き"
"来拝山","来拝山（900m）","https://ja.wikipedia.org/wiki/来拝山","北緯36度35分51秒東経137度24分23秒","標高: 900 m;所在地: 日本富山県中新川郡立山町;位置: 北緯36度35分51秒東経137度24分23秒座標: 北緯36度35分51秒 東経137度24分23秒;山系: 大日連山","富山の百山","箇条書き"
"塔倉山","塔倉山（730m）","https://ja.wikipedia.org/wiki/塔倉山","北緯36度37分12秒東経137度23分54秒","標高: 730 m;所在地: 日本富山県中新川郡立山町;位置: 北緯36度37分12秒東経137度23分54秒座標: 北緯36度37分12秒 東経137度23分54秒","富山の百山","箇条書き"
"尖山 (富山県)","尖山（559m）","https://ja.wikipedia.org/wiki/尖山_(富山県)","北緯36度35分1.23秒東経137度21分0.55秒","標高: 559 m;所在地: 日本富山県中新川郡立山町;位置: 北緯36度35分1.23秒東経137度21分0.55秒座標: 北緯36度35分1.23秒 東経137度21分0.55秒;山系: 尖山","富山の百山","箇条書き"
