"タイトル","コメント","URLアドレス","座標","詳細情報","親リスト","一覧抽出方法"
"水戸市植物公園","水戸市植物公園（茨城県水戸市）","https://ja.wikipedia.org/wiki/水戸市植物公園","北緯36度20分32秒東経140度25分9秒","事業主体: 水戸市;開園: 1987年（昭和62年）4月29日[1];所在地: 〒310-0914茨城県水戸市小吹町504;位置: .mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯36度20分32秒東経140度25分9秒﻿ / ﻿北緯36.34222度 東経140.41917度﻿ / 36.34222; 140.41917座標: 北緯36度20分32秒東経140度25分9秒﻿ / ﻿北緯36.34222度 東経140.41917度﻿ / 36.34222; 140.41917;公式サイト: http://www.mito-botanical-park.com/","日本の植物園一覧","箇条書き"
"森林総合研究所","森林総合研究所樹木園（茨城県つくば市）","https://ja.wikipedia.org/wiki/森林総合研究所","","","日本の植物園一覧","箇条書き"
"筑波実験植物園","筑波実験植物園（茨城県つくば市）","https://ja.wikipedia.org/wiki/筑波実験植物園","北緯36度6分5秒東経140度6分42秒","愛称: つくば植物園;専門分野: 植物研究・教育;事業主体: 独立行政法人国立科学博物館;開園: 1983年10月;所在地: 〒305-0005茨城県つくば市天久保四丁目1番地1;位置: 北緯36度6分5秒東経140度6分42秒;公式サイト: 筑波実験植物園","日本の植物園一覧","箇条書き"
"茨城県植物園","茨城県植物園（茨城県那珂市）","https://ja.wikipedia.org/wiki/茨城県植物園","北緯36度28分36秒東経140度25分57秒","専門分野: 総合;管理運営: 公益社団法人茨城県農林振興公社;開園: 1981年;所在地: 〒311-0122茨城県那珂市戸4589;位置: .mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯36度28分36秒東経140度25分57秒﻿ / ﻿北緯36.47667度 東経140.43250度﻿ / 36.47667; 140.43250座標: 北緯36度28分36秒東経140度25分57秒﻿ / ﻿北緯36.47667度 東経140.43250度﻿ / 36.47667; 140.43250;公式サイト: 茨城県植物園","日本の植物園一覧","箇条書き"
"千葉県立中央博物館","千葉県立中央博物館生態園（千葉県千葉市中央区）","https://ja.wikipedia.org/wiki/千葉県立中央博物館","北緯35度35分59秒東経140度8分18秒","専門分野: 自然科学・歴史[1];事業主体: 千葉県;開館: 1989年2月6日[2][注釈 1]。;所在地: 〒260-8682千葉県千葉市中央区青葉町955-2;位置: 北緯35度35分59秒東経140度8分18秒;外部リンク: 千葉県立中央博物館;施設名: 千葉県立中央博物館;所在地: 千葉県千葉市中央区青葉町955-2;営業時間: 9時 - 16時30分（入館は16時まで）;定休日/休業日: 月曜日（祝日の場合は次の平日）、年末年始、※その他臨時休館日;駐車場: あり（青葉の森公園北口駐車場、有料）;施設オプション: トイレ設備あり","日本の植物園一覧","箇条書き"
"清水公園","清水公園（千葉県野田市）","https://ja.wikipedia.org/wiki/清水公園","北緯35度57分35.43秒東経139度50分59.51秒","分類: 民営公園（風致公園）;所在地: 千葉県野田市;座標: .mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯35度57分35.43秒東経139度50分59.51秒﻿ / ﻿北緯35.9598417度 東経139.8498639度﻿ / 35.9598417; 139.8498639座標: 北緯35度57分35.43秒東経139度50分59.51秒﻿ / ﻿北緯35.9598417度 東経139.8498639度﻿ / 35.9598417; 139.8498639;面積: 280000 m2;前身: 聚楽園;開園: 1894年4月3日;運営者: 株式会社千秋社;設備・遊具: フィールドアスレチック、花ファンタジア、グリーンフィールドなど;駐車場: 約800台;バリアフリー: 車椅子を無料で貸出等[1];事務所所在地: 〒278-0043千葉県野田市清水906;備考: 定休日（12月30日 - 1月1日）;公式サイト: 公式ホームページ","日本の植物園一覧","箇条書き"
"川口市立グリーンセンター","川口市立グリーンセンター（埼玉県川口市）","https://ja.wikipedia.org/wiki/川口市立グリーンセンター","北緯35度50分45.1秒東経139度43分34.6秒","分類: 植物園;所在地: 日本埼玉県川口市;座標: .mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯35度50分45.1秒東経139度43分34.6秒﻿ / ﻿北緯35.845861度 東経139.726278度﻿ / 35.845861; 139.726278座標: 北緯35度50分45.1秒東経139度43分34.6秒﻿ / ﻿北緯35.845861度 東経139.726278度﻿ / 35.845861; 139.726278;前身: 川口市立花木植物園;設計者: 中島健 (造園家);運営者: 川口市;設備・遊具: 滝、噴水、花壇、緑の展示館、バードセンター、ツツジ山、温室、菖蒲園、流水プール、アイススケート場;駐車場: 600台（無料）;バリアフリー: 身障者用トイレ完備、車椅子10台配置;事務所所在地: 〒333-0826埼玉県川口市大字新井宿700;公式サイト: グリーンセンター公式ホームページ","日本の植物園一覧","箇条書き"
"国営武蔵丘陵森林公園","国営武蔵丘陵森林公園都市緑化植物園（埼玉県比企郡滑川町）","https://ja.wikipedia.org/wiki/国営武蔵丘陵森林公園","北緯36度5分10.68秒東経139度22分12秒","分類: 国営公園;所在地: 日本埼玉県比企郡滑川町、熊谷市;座標: .mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯36度5分10.68秒東経139度22分12秒﻿ / ﻿北緯36.0863000度 東経139.37000度﻿ / 36.0863000; 139.37000座標: 北緯36度5分10.68秒東経139度22分12秒﻿ / ﻿北緯36.0863000度 東経139.37000度﻿ / 36.0863000; 139.37000;面積: 304ha;開園: 1974年7月22日;年来園者数: 870,000人（2009年度）[1];駐車場: 計1643台 （南、中央、西、北口）;バリアフリー: 車椅子を無料で貸出[2];事務所所在地: 〒355-0802埼玉県比企郡滑川町山田1920;公式サイト: 国営武蔵丘陵森林公園","日本の植物園一覧","箇条書き"
"板橋区立赤塚植物園","板橋区立赤塚植物園（東京都板橋区）","https://ja.wikipedia.org/wiki/板橋区立赤塚植物園","北緯35度45分4.3秒東経139度42分33.4秒","国: 日本;地方: 関東地方;都道府県: 東京都;市町村コード: 13119-9;法人番号: 6000020131199;面積: 32.22km2;総人口: 582,410人 [編集]（推計人口、2021年5月1日）;人口密度: 18,076人/km2;隣接自治体: 豊島区、北区、練馬区埼玉県：戸田市、和光市;区の木: ケヤキ;区の花: ニリンソウ;区の鳥: ハクセキレイ;区長: 坂本健;所在地: 〒173-8501東京都板橋区板橋2丁目66番1号北緯35度45分4.3秒東経139度42分33.4秒座標: 北緯35度45分4.3秒 東経139度42分33.4秒;外部リンク: 板橋区","日本の植物園一覧","箇条書き"
"板橋区立熱帯環境植物館","板橋区立熱帯環境植物館（東京都板橋区）","https://ja.wikipedia.org/wiki/板橋区立熱帯環境植物館","北緯35度47分31秒東経139度39分50.8秒","前身: 温室植物園;専門分野: 熱帯雨林、東南アジアの植生、熱帯魚;管理運営: 西武造園・横浜八景島・西武緑化管理（指定管理者）;開園: 1994年9月;所在地: 〒175-0082東京都板橋区高島平八丁目29番2号;位置: .mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯35度47分31秒東経139度39分50.8秒﻿ / ﻿北緯35.79194度 東経139.664111度﻿ / 35.79194; 139.664111座標: 北緯35度47分31秒東経139度39分50.8秒﻿ / ﻿北緯35.79194度 東経139.664111度﻿ / 35.79194; 139.664111;公式サイト: www.seibu-la.co.jp/nettaikan/","日本の植物園一覧","箇条書き"
"新宿御苑","新宿御苑（東京都新宿区）","https://ja.wikipedia.org/wiki/新宿御苑","北緯35度41分7秒東経139度42分35秒","分類: 国民公園;所在地: 日本東京都新宿区、渋谷区;座標: .mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯35度41分7秒東経139度42分35秒﻿ / ﻿北緯35.68528度 東経139.70972度﻿ / 35.68528; 139.70972座標: 北緯35度41分7秒東経139度42分35秒﻿ / ﻿北緯35.68528度 東経139.70972度﻿ / 35.68528; 139.70972;面積: 58.3 ha;前身: 新宿植物御苑;開園: 1906年（明治39年）5月;設計者: アンリ・マルチネ等;運営者: 環境省;年来園者数: 126万人;設備・遊具: 日本庭園、旧洋館御休所、旧御涼亭;駐車場: 200台;事務所: 環境省新宿御苑管理事務所;事務所所在地: 〒160-0014東京都新宿区内藤町11番地;備考: 設計に関わった造園家：福羽逸人、アンリ・マルチネ;公式サイト: 公式ホームページ","日本の植物園一覧","箇条書き"
"渋谷区ふれあい植物センター (存在しないページ)","渋谷区ふれあい植物センター（東京都渋谷区）","https://ja.wikipedia.org/w/index.php?title=渋谷区ふれあい植物センター&amp;action=edit&amp;redlink=1","","","日本の植物園一覧","箇条書き"
"夢の島熱帯植物館","夢の島熱帯植物館（東京都江東区）","https://ja.wikipedia.org/wiki/夢の島熱帯植物館","北緯35度39分4.72秒東経139度49分45.51秒","正式名称: 都立夢の島公園夢の島熱帯植物館;専門分野: 熱帯;事業主体: 東京都;管理運営: 夢の島公園管理事務所;所在地: 〒136-0081東京都江東区夢の島2丁目1-2;位置: .mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯35度39分4.72秒東経139度49分45.51秒﻿ / ﻿北緯35.6513111度 東経139.8293083度﻿ / 35.6513111; 139.8293083座標: 北緯35度39分4.72秒東経139度49分45.51秒﻿ / ﻿北緯35.6513111度 東経139.8293083度﻿ / 35.6513111; 139.8293083","日本の植物園一覧","箇条書き"
"東京都薬用植物園","東京都薬用植物園（東京都小平市）","https://ja.wikipedia.org/wiki/東京都薬用植物園","北緯35度43分57.9秒東経139度26分6.6秒","専門分野: 薬用植物;事業主体: 東京都;管理運営: 東京生薬協会;開園: 1939年;所在地: 〒187-0033東京都小平市中島町21−1;位置: .mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯35度43分57.9秒東経139度26分6.6秒﻿ / ﻿北緯35.732750度 東経139.435167度﻿ / 35.732750; 139.435167座標: 北緯35度43分57.9秒東経139度26分6.6秒﻿ / ﻿北緯35.732750度 東経139.435167度﻿ / 35.732750; 139.435167;公式サイト: 東京都薬用植物園","日本の植物園一覧","箇条書き"
"神代植物公園","神代植物公園（東京都調布市）","https://ja.wikipedia.org/wiki/神代植物公園","北緯35度40分16秒東経139度32分46秒","分類: 都立公園・植物園;所在地: 東京都調布市;座標: JP-13;座標: .mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯35度40分16秒東経139度32分46秒﻿ / ﻿北緯35.67111度 東経139.54611度﻿ / 35.67111; 139.54611座標: 北緯35度40分16秒東経139度32分46秒﻿ / ﻿北緯35.67111度 東経139.54611度﻿ / 35.67111; 139.54611;面積: 489,731m2;運営者: 東京都公園協会2016～2026年度[1]指定管理者;設備・遊具: 大温室、噴水広場、水生植物園、植物会館、芝生広場、ドッグラン;駐車場: 720台;告示: 1961年10月20日;公式サイト: 神代植物公園へ行こう！","日本の植物園一覧","箇条書き"
"多摩森林科学園","多摩森林科学園（東京都八王子市）","https://ja.wikipedia.org/wiki/多摩森林科学園","","","日本の植物園一覧","箇条書き"
"横浜市こども植物園","横浜市こども植物園（神奈川県横浜市南区）","https://ja.wikipedia.org/wiki/横浜市こども植物園","北緯35度25分59.7秒東経139度34分38.9秒","前身: 木原生物学研究所;管理運営: 横浜市緑の協会（指定管理者）;開園: 1979年;所在地: 〒232-0066神奈川県横浜市南区六ツ川3-122;位置: .mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯35度25分59.7秒東経139度34分38.9秒﻿ / ﻿北緯35.433250度 東経139.577472度﻿ / 35.433250; 139.577472座標: 北緯35度25分59.7秒東経139度34分38.9秒﻿ / ﻿北緯35.433250度 東経139.577472度﻿ / 35.433250; 139.577472;公式サイト: www.hama-midorinokyokai.or.jp/kodomo/","日本の植物園一覧","箇条書き"
"神奈川県立フラワーセンター大船植物園","神奈川県立フラワーセンター大船植物園（神奈川県鎌倉市）","https://ja.wikipedia.org/wiki/神奈川県立フラワーセンター大船植物園","","正式名称: 神奈川県立大船フラワーセンター;愛称: 日比谷花壇大船フラワーセンター;前身: 神奈川県農業試験場;事業主体: 神奈川県;管理運営: 神奈川県;開園: 1967年;所在地: 〒247-0072神奈川県鎌倉市岡本1,018;公式サイト: www.fcofuna-kanagawa.jp","日本の植物園一覧","箇条書き"
"箱根町立箱根湿生花園","箱根町立箱根湿生花園（神奈川県足柄下郡箱根町）","https://ja.wikipedia.org/wiki/箱根町立箱根湿生花園","","正式名称: 箱根湿生花園[1];事業主体: 箱根町;管理運営: 財団法人箱根町観光協会（指定管理者）[2];所在地: 〒250-0631神奈川県箱根町仙石原817","日本の植物園一覧","箇条書き"
"新潟県立植物園","新潟県立植物園（新潟県新潟市秋葉区）","https://ja.wikipedia.org/wiki/新潟県立植物園","北緯37度45分39.1秒東経139度6分47.2秒","正式名称: 新潟県立植物園;専門分野: 植物;事業主体: 新潟県;管理運営: 国際総合学園・新潟県都市緑化センターグループ;開園: 1998年12月;所在地: 〒956-0845新潟県新潟市秋葉区金津186;位置: .mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯37度45分39.1秒東経139度6分47.2秒﻿ / ﻿北緯37.760861度 東経139.113111度﻿ / 37.760861; 139.113111座標: 北緯37度45分39.1秒東経139度6分47.2秒﻿ / ﻿北緯37.760861度 東経139.113111度﻿ / 37.760861; 139.113111;大人: 600円;シルバー: 500円;高校生・学生: 300円;小・中学生: 100円","日本の植物園一覧","箇条書き"
"富山県中央植物園","富山県中央植物園（富山県富山市）","https://ja.wikipedia.org/wiki/富山県中央植物園","北緯36度39分42.9秒東経137度10分54.2秒","正式名称: 富山県中央植物園;専門分野: 植物;事業主体: 富山県;管理運営: （公財）花と緑の銀行;開園: 1993年（平成5年）10月 部分開園1996年（平成8年）4月 全面開園;所在地: 〒939-2713富山県富山市婦中町上轡田42番地;位置: .mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯36度39分42.9秒東経137度10分54.2秒﻿ / ﻿北緯36.661917度 東経137.181722度﻿ / 36.661917; 137.181722座標: 北緯36度39分42.9秒東経137度10分54.2秒﻿ / ﻿北緯36.661917度 東経137.181722度﻿ / 36.661917; 137.181722","日本の植物園一覧","箇条書き"
"七尾フラワーパーク・のと蘭ノ国","七尾フラワーパーク・のと蘭ノ国（石川県七尾市）","https://ja.wikipedia.org/wiki/七尾フラワーパーク・のと蘭ノ国","","正式名称: 七尾フラワーパーク・のと蘭ノ国;前身: 新設;専門分野: 花き;事業主体: 七尾市株式会社能登郡七尾西南部地区蘭生産組合;管理運営: 株式会社創生ななお株式会社能登郡七尾西南部地区蘭生産組合;開園: 2000年（平成12年）4月29日;所在地: 〒926-0822石川県七尾市細口町渡リスイ153","日本の植物園一覧","箇条書き"
"福井総合植物園プラントピア","福井総合植物園プラントピア（福井県丹生郡越前町）","https://ja.wikipedia.org/wiki/福井総合植物園プラントピア","北緯35度58分27.3秒東経136度7分47.2秒","国: 日本;地方: 中部地方、北陸地方;都道府県: 福井県;郡: 丹生郡;市町村コード: 18423-3;法人番号: 3000020184233;面積: 153.15km2;総人口: 19,642人 [編集]（推計人口、2021年5月1日）;人口密度: 128人/km2;隣接自治体: 福井市、鯖江市、越前市、南条郡南越前町;町の木: 竹;町の花: 水仙;町の鳥町の魚: カモメ越前がに;町長: [編集]内藤俊三;所在地: 〒916-0192福井県丹生郡越前町西田中第13号5番地1北緯35度58分27.3秒東経136度7分47.2秒座標: 北緯35度58分27.3秒 東経136度7分47.2秒;外部リンク: 公式ウェブサイト;特記事項: 越前町の旧境界（2005年2月1日合併前）1. 旧:朝日町,　2. 旧:宮崎村3. 旧:越前町,　4. 旧:織田町;廃止日: 2005年1月31日;廃止理由: 新設合併朝日町・越前町・織田町・宮崎村→越前町;現在の自治体: 越前町;国:  日本;地方: 中部地方、北陸地方;都道府県: 福井県;郡: 丹生郡;市町村コード: 18423-3;面積: 35.05km2;総人口: 6,112人（平成12年国勢調査）;隣接自治体: 越廼村・織田町・宮崎村・武生市・南越前町;町の木: マツ;町の花: スイセン;所在地: 〒916-1421福井県丹生郡越前町道口1-24-1;国: 日本;地方: 中部地方、北陸地方;都道府県: 福井県;郡: 丹生郡;市町村コード: 18423-3;法人番号: 3000020184233;面積: 153.15km2;総人口: 19,642人 [編集]（推計人口、2021年5月1日）;人口密度: 128人/km2;隣接自治体: 福井市、鯖江市、越前市、南条郡南越前町;町の木: 竹;町の花: 水仙;町の鳥町の魚: カモメ越前がに;町長: [編集]内藤俊三;所在地: 〒916-0192福井県丹生郡越前町西田中第13号5番地1北緯35度58分27.3秒東経136度7分47.2秒座標: 北緯35度58分27.3秒 東経136度7分47.2秒;外部リンク: 公式ウェブサイト;特記事項: 越前町の旧境界（2005年2月1日合併前）1. 旧:朝日町,　2. 旧:宮崎村3. 旧:越前町,　4. 旧:織田町;廃止日: 2005年1月31日;廃止理由: 新設合併朝日町・越前町・織田町・宮崎村→越前町;現在の自治体: 越前町;国:  日本;地方: 中部地方、北陸地方;都道府県: 福井県;郡: 丹生郡;市町村コード: 18423-3;面積: 35.05km2;総人口: 6,112人（平成12年国勢調査）;隣接自治体: 越廼村・織田町・宮崎村・武生市・南越前町;町の木: マツ;町の花: スイセン;所在地: 〒916-1421福井県丹生郡越前町道口1-24-1","日本の植物園一覧","箇条書き"
"花フェスタ記念公園","花フェスタ記念公園（岐阜県可児市）","https://ja.wikipedia.org/wiki/花フェスタ記念公園","北緯35度25分15.3秒東経137度5分44.55秒","前身: 可児公園;専門分野: バラ;事業主体: 岐阜県;管理運営: 花フェスタ記念公園運営管理グループ;開園: 1996年4月26日;所在地: 〒509-0213岐阜県可児市瀬田1584-1;位置: .mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯35度25分15.3秒東経137度5分44.55秒﻿ / ﻿北緯35.420917度 東経137.0957083度﻿ / 35.420917; 137.0957083座標: 北緯35度25分15.3秒東経137度5分44.55秒﻿ / ﻿北緯35.420917度 東経137.0957083度﻿ / 35.420917; 137.0957083","日本の植物園一覧","箇条書き"
