"タイトル","コメント","URLアドレス","座標","詳細情報","親リスト","一覧抽出方法","前文"
"三波石峡","","https://ja.wikipedia.org/wiki/三波石峡","北緯36度07分42秒東経139度01分47秒","長軸全長: 1.5 - 2.0km;幅: 25 - 50m;境界: 埼玉県・群馬県;河川: 神流川（利根川水系）","Category:埼玉県の自然景勝地","箇条書き,制限あり","水系としては、一級河川利根川に属する。利根川の支流烏川、その支流の神流川の上流部にあたる。この峡谷には昭和43年（1968年）に下久保ダムが建設されており、いまの三波石峡は、ダムからおよそ下流のおよそ1.5ないし2.0キロメートルほどの区間を指す。"
"ジオパーク秩父","","https://ja.wikipedia.org/wiki/ジオパーク秩父","","","Category:埼玉県の自然景勝地","箇条書き,制限あり",""
"宿谷の滝","","https://ja.wikipedia.org/wiki/宿谷の滝","北緯35度54分41.4秒東経139度17分49.5秒","所在地: 埼玉県入間郡毛呂山町宿谷;位置: 北緯35度54分41.4秒東経139度17分49.5秒﻿ / ﻿北緯35.911500度 東経139.297083度﻿ / 35.911500; 139.297083;落差: 12 m;水系: 荒川水系宿谷川","Category:埼玉県の自然景勝地","箇条書き,制限あり","落差は12mと小さな滝であるが、周囲を苔むした岩壁に囲まれ、清涼な雰囲気が漂っている。林道宿谷権現堂線から滝までは、歩道が整備されている。歩道脇にはシダ類が多く見られる。遊歩道の宿谷集落側入口には、狭いながらも駐車スペースと公衆トイレがある。"
"外秩父","","https://ja.wikipedia.org/wiki/外秩父","","","Category:埼玉県の自然景勝地","箇条書き,制限あり",""
"田島ヶ原","","https://ja.wikipedia.org/wiki/田島ヶ原","北緯35度50分16.6秒東経139度36分54.3秒","","Category:埼玉県の自然景勝地","箇条書き,制限あり",""
"玉淀","","https://ja.wikipedia.org/wiki/玉淀","","","Category:埼玉県の自然景勝地","箇条書き,制限あり","玉淀（たまよど）は、埼玉県寄居町に所在する県指定名勝。荒川中流域に位置する玉淀河原周辺の総称である。"
"秩父三大氷柱","","https://ja.wikipedia.org/wiki/秩父三大氷柱","","","Category:埼玉県の自然景勝地","箇条書き,制限あり",""
"戸田ヶ原","","https://ja.wikipedia.org/wiki/戸田ヶ原","","","Category:埼玉県の自然景勝地","箇条書き,制限あり","戸田ヶ原（とだがはら）は、埼玉県戸田市の荒川周辺に広がっていた湿原。隣接する田島ヶ原同様サクラソウが自生していたことでも有名であった。現在は河川敷などが整備されている。戸田ヶ原自然再生事業が実施されている。カヤツリグサ科スゲ属のトダスゲ（絶滅危惧I A類）は戸田ヶ原に生育していた事からその名がつく。"
"中川低地の河畔砂丘群","","https://ja.wikipedia.org/wiki/中川低地の河畔砂丘群","","","Category:埼玉県の自然景勝地","箇条書き,制限あり",""
"中津峡 (埼玉県)","","https://ja.wikipedia.org/wiki/中津峡_(埼玉県)","","","Category:埼玉県の自然景勝地","箇条書き,制限あり",""
"長瀞渓谷","","https://ja.wikipedia.org/wiki/長瀞渓谷","北緯36度5分30.42秒東経139度7分1.19秒","","Category:埼玉県の自然景勝地","箇条書き,制限あり",""
"橋立鍾乳洞","","https://ja.wikipedia.org/wiki/橋立鍾乳洞","北緯35度57分38.46秒東経139度3分38.78秒","","Category:埼玉県の自然景勝地","箇条書き,制限あり","橋立鍾乳洞（はしだてしょうにゅうどう）は、埼玉県秩父市上影森にある鍾乳洞。秩父三十四箇所28番の石龍山橋立堂に隣接。県内でも唯一の観光洞である。洞内の3分の2以上が竪穴という大変珍しい鍾乳洞で、1936年（昭和11年）3月31日に埼玉県の天然記念物に指定されている。"
"比企丘陵","","https://ja.wikipedia.org/wiki/比企丘陵","","","Category:埼玉県の自然景勝地","箇条書き,制限あり",""
"不動滝 (秩父市)","","https://ja.wikipedia.org/wiki/不動滝_(秩父市)","北緯35度56分17.2秒東経138度52分19.4秒","所在地: 埼玉県秩父市;位置: 北緯35度56分17.2秒東経138度52分19.4秒﻿ / ﻿北緯35.938111度 東経138.872056度﻿ / 35.938111; 138.872056;落差: 50 m;水系: 荒川水系大除沢","Category:埼玉県の自然景勝地","箇条書き,制限あり","荒川の上流部、和名倉山を水源とする支流の大除沢（おおよけさわ）にかかる。秩父不動滝の名称でも呼ばれる。"
"牧水の滝","","https://ja.wikipedia.org/wiki/牧水の滝","","","Category:埼玉県の自然景勝地","箇条書き,制限あり","牧水の滝（ぼくすいのたき）とは、埼玉県秩父市の羊山公園の麓から中腹にある滝の事である。"
"丸神の滝","","https://ja.wikipedia.org/wiki/丸神の滝","北緯35度59分38.98秒東経138度52分55.53秒","所在地: 埼玉県秩父郡小鹿野町両神小森;位置: 北緯35度59分38.98秒東経138度52分55.53秒﻿ / ﻿北緯35.9941611度 東経138.8820917度﻿ / 35.9941611; 138.8820917;落差: 76 m;水系: 小森川水系","Category:埼玉県の自然景勝地","箇条書き,制限あり","その他、埼玉県民でもこの滝を知っている人は少なく、観光者が少ないため、多くの自然が残されている。また、もうひとつの特徴として、大量の水が一気に流れ落ちるのではなく、小量の水が坂を静かに流れ落ちるため、とても綺麗な滝である。"
"武蔵嵐山","","https://ja.wikipedia.org/wiki/武蔵嵐山","","","Category:埼玉県の自然景勝地","箇条書き,制限あり",""
"瀧谷洞","","https://ja.wikipedia.org/wiki/瀧谷洞","北緯35度54分08.3秒東経138度48分29.0秒","","Category:埼玉県の自然景勝地","箇条書き,制限あり","瀧谷洞（ろうこくどう）は、埼玉県秩父市に所在する鍾乳洞。関東地方最大級の規模となっているが、現在公開されていない。"
