"タイトル","コメント","URLアドレス","座標","詳細情報","親リスト","一覧抽出方法"
"武華山 (存在しないページ)","11 むかやま武華山上川管内オホーツク管内1,759地理院地図Googleマップ北緯43度42分21秒東経143度09分38秒﻿ / ﻿北緯43.705706度 東経143.160519度﻿ / 43.705706; 143.160519﻿ (武華山)","https://ja.wikipedia.org/w/index.php?title=武華山&amp;action=edit&amp;redlink=1","","","北海道百名山","表形式"
"黒岳 (北海道・大雪山)","12 くろだけ黒岳上川管内1,984.0地理院地図Googleマップ北緯43度41分51秒東経142度55分13秒﻿ / ﻿北緯43.697489度 東経142.920263度﻿ / 43.697489; 142.920263﻿ (黒岳)層雲峡","https://ja.wikipedia.org/wiki/黒岳_(北海道・大雪山)","北緯43度39分48.9秒東経142度51分14.9秒","標高: 旭岳：2,290.93[1][2]m;所在地: 日本・北海道上川郡;位置: .mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯43度39分48.9秒東経142度51分14.9秒﻿ / ﻿北緯43.663583度 東経142.854139度﻿ / 43.663583; 142.854139座標: 北緯43度39分48.9秒東経142度51分14.9秒﻿ / ﻿北緯43.663583度 東経142.854139度﻿ / 43.663583; 142.854139;山系: 石狩山地;種類: 複成火山","北海道百名山","表形式"
"大雪山","13 たいせつざん大雪山上川管内2,290.9地理院地図Googleマップ北緯43度39分49秒東経142度51分15秒﻿ / ﻿北緯43.663582度 東経142.854138度﻿ / 43.663582; 142.854138﻿ (大雪山)日本百名山新日本百名山花の百名山新・花の百名山一等三角点百名山旭岳ヌタプカウシュペ北海道最高峰","https://ja.wikipedia.org/wiki/大雪山","北緯43度39分48.9秒東経142度51分14.9秒","標高: 旭岳：2,290.93[1][2]m;所在地: 日本・北海道上川郡;位置: .mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯43度39分48.9秒東経142度51分14.9秒﻿ / ﻿北緯43.663583度 東経142.854139度﻿ / 43.663583; 142.854139座標: 北緯43度39分48.9秒東経142度51分14.9秒﻿ / ﻿北緯43.663583度 東経142.854139度﻿ / 43.663583; 142.854139;山系: 石狩山地;種類: 複成火山","北海道百名山","表形式"
"北鎮岳","14 ほくちんだけ北鎮岳上川管内2,244地理院地図Googleマップ北緯43度41分34秒東経142度52分47秒﻿ / ﻿北緯43.692764度 東経142.879831度﻿ / 43.692764; 142.879831﻿ (北鎮岳)","https://ja.wikipedia.org/wiki/北鎮岳","北緯43度39分48.9秒東経142度51分14.9秒","標高: 旭岳：2,290.93[1][2]m;所在地: 日本・北海道上川郡;位置: .mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯43度39分48.9秒東経142度51分14.9秒﻿ / ﻿北緯43.663583度 東経142.854139度﻿ / 43.663583; 142.854139座標: 北緯43度39分48.9秒東経142度51分14.9秒﻿ / ﻿北緯43.663583度 東経142.854139度﻿ / 43.663583; 142.854139;山系: 石狩山地;種類: 複成火山","北海道百名山","表形式"
"愛別岳","15 あいべつだけ愛別岳上川管内2,112.7地理院地図Googleマップ北緯43度42分28秒東経142度51分26秒﻿ / ﻿北緯43.707900度 東経142.857111度﻿ / 43.707900; 142.857111﻿ (愛別岳)","https://ja.wikipedia.org/wiki/愛別岳","北緯43度42分28秒東経142度51分26秒","標高: 2,112.7 m;所在地: 北海道上川郡上川町;位置: 北緯43度42分28秒東経142度51分26秒座標: 北緯43度42分28秒 東経142度51分26秒;山系: 石狩山地（大雪山系）","北海道百名山","表形式"
"赤岳 (大雪山系)","16 画 像 募 集 中あかだけ赤岳上川管内2,078.5地理院地図Googleマップ北緯43度40分28秒東経142度55分36秒﻿ / ﻿北緯43.674522度 東経142.926531度﻿ / 43.674522; 142.926531﻿ (赤岳)","https://ja.wikipedia.org/wiki/赤岳_(大雪山系)","北緯43度39分48.9秒東経142度51分14.9秒","標高: 旭岳：2,290.93[1][2]m;所在地: 日本・北海道上川郡;位置: .mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯43度39分48.9秒東経142度51分14.9秒﻿ / ﻿北緯43.663583度 東経142.854139度﻿ / 43.663583; 142.854139座標: 北緯43度39分48.9秒東経142度51分14.9秒﻿ / ﻿北緯43.663583度 東経142.854139度﻿ / 43.663583; 142.854139;山系: 石狩山地;種類: 複成火山","北海道百名山","表形式"
"小泉岳","17 こいずみだけ小泉岳上川管内2,158地理院地図Googleマップ北緯43度40分00秒東経142度55分17秒﻿ / ﻿北緯43.666686度 東経142.921256度﻿ / 43.666686; 142.921256﻿ (小泉岳)緑岳","https://ja.wikipedia.org/wiki/小泉岳","北緯43度39分48.9秒東経142度51分14.9秒","標高: 旭岳：2,290.93[1][2]m;所在地: 日本・北海道上川郡;位置: .mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯43度39分48.9秒東経142度51分14.9秒﻿ / ﻿北緯43.663583度 東経142.854139度﻿ / 43.663583; 142.854139座標: 北緯43度39分48.9秒東経142度51分14.9秒﻿ / ﻿北緯43.663583度 東経142.854139度﻿ / 43.663583; 142.854139;山系: 石狩山地;種類: 複成火山","北海道百名山","表形式"
"白雲岳","18 はくうんだけ白雲岳上川管内2,230.0地理院地図Googleマップ北緯43度39分40秒東経142度54分21秒﻿ / ﻿北緯43.661188度 東経142.905915度﻿ / 43.661188; 142.905915﻿ (白雲岳)","https://ja.wikipedia.org/wiki/白雲岳","北緯43度39分48.9秒東経142度51分14.9秒","標高: 旭岳：2,290.93[1][2]m;所在地: 日本・北海道上川郡;位置: .mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯43度39分48.9秒東経142度51分14.9秒﻿ / ﻿北緯43.663583度 東経142.854139度﻿ / 43.663583; 142.854139座標: 北緯43度39分48.9秒東経142度51分14.9秒﻿ / ﻿北緯43.663583度 東経142.854139度﻿ / 43.663583; 142.854139;山系: 石狩山地;種類: 複成火山","北海道百名山","表形式"
"忠別岳","19 ちゅうべつだけ忠別岳上川管内1,962.8地理院地図Googleマップ北緯43度35分28秒東経142度53分40秒﻿ / ﻿北緯43.591072度 東経142.894514度﻿ / 43.591072; 142.894514﻿ (忠別岳)","https://ja.wikipedia.org/wiki/忠別岳","北緯43度35分28秒東経142度53分40秒","標高: 1,962.75[1]m;所在地: 日本北海道美瑛町、上川町;位置: 北緯43度35分28秒東経142度53分40秒座標: 北緯43度35分28秒 東経142度53分40秒[2];山系: 大雪山系","北海道百名山","表形式"
"トムラウシ山","20 とむらうしトムラウシ上川管内十勝管内2,141.2地理院地図Googleマップ北緯43度31分38秒東経142度50分56秒﻿ / ﻿北緯43.527111度 東経142.848790度﻿ / 43.527111; 142.848790﻿ (トムラウシ)日本百名山一等三角点百名山富良牛山","https://ja.wikipedia.org/wiki/トムラウシ山","北緯43度31分38秒東経142度50分56秒","標高: 2,141.19[1]m;所在地: 日本北海道上川総合振興局上川郡美瑛町・十勝総合振興局上川郡新得町;位置: 北緯43度31分38秒東経142度50分56秒座標: 北緯43度31分38秒 東経142度50分56秒[2];山系: 大雪山系（石狩山地）;種類: 成層火山","北海道百名山","表形式"
"音更山","21 おとふけやま音更山上川管内十勝管内1,932.0地理院地図Googleマップ北緯43度33分42秒東経143度02分07秒﻿ / ﻿北緯43.561775度 東経143.035311度﻿ / 43.561775; 143.035311﻿ (音更山)","https://ja.wikipedia.org/wiki/音更山","北緯43度33分42秒東経143度02分07秒","標高: 1,932[1]m;所在地: 日本北海道上川郡上川町河東郡上士幌町;位置: 北緯43度33分42秒東経143度02分07秒座標: 北緯43度33分42秒 東経143度02分07秒[1];山系: 石狩山地;種類: 褶曲山脈","北海道百名山","表形式"
"石狩岳","22 いしかりだけ石狩岳上川管内十勝管内1,967地理院地図Googleマップ北緯43度32分48秒東経143度01分20秒﻿ / ﻿北緯43.546528度 東経143.022342度﻿ / 43.546528; 143.022342﻿ (石狩岳)日本二百名山石狩川源流","https://ja.wikipedia.org/wiki/石狩岳","北緯43度32分48秒東経143度01分20秒","標高: 1,967[1]m;所在地: 日本北海道上川郡上川町河東郡上士幌町;位置: 北緯43度32分48秒東経143度01分20秒座標: 北緯43度32分48秒 東経143度01分20秒[1];山系: 石狩山地;種類: 褶曲山脈[2];初登頂: 松本十郎（1876年）[3]","北海道百名山","表形式"
"ニペソツ山","23 にぺそつやまニペソツ山十勝管内2,012.7地理院地図Googleマップ北緯43度27分21秒東経143度01分56秒﻿ / ﻿北緯43.455910度 東経143.032191度﻿ / 43.455910; 143.032191﻿ (ニペソツ山)日本二百名山","https://ja.wikipedia.org/wiki/ニペソツ山","北緯43度27分21秒東経143度01分56秒","標高: 2,012.88[1]m;所在地: 北海道十勝総合振興局上川郡新得町河東郡上士幌町;位置: 北緯43度27分21秒東経143度01分56秒座標: 北緯43度27分21秒 東経143度01分56秒[2];山系: 石狩山地;種類: 成層火山[3]","北海道百名山","表形式"
"ユニ石狩岳 (存在しないページ)","24 ゆにいしかりだけユニ石狩岳上川管内十勝管内1,756地理院地図Googleマップ北緯43度33分52秒東経143度04分13秒﻿ / ﻿北緯43.564564度 東経143.070297度﻿ / 43.564564; 143.070297﻿ (ユニ石狩岳)","https://ja.wikipedia.org/w/index.php?title=ユニ石狩岳&amp;action=edit&amp;redlink=1","","","北海道百名山","表形式"
"西クマネシリ岳 (存在しないページ)","25 にしくまねしりだけ西クマネシリ岳十勝管内1,635地理院地図Googleマップ北緯43度31分09秒東経143度14分00秒﻿ / ﻿北緯43.519106度 東経143.233294度﻿ / 43.519106; 143.233294﻿ (西クマネシリ岳)","https://ja.wikipedia.org/w/index.php?title=西クマネシリ岳&amp;action=edit&amp;redlink=1","","","北海道百名山","表形式"
"ウペペサンケ山","26 うぺぺさんけやまウペペサンケ山十勝管内1,848地理院地図Googleマップ北緯43度23分22秒東経143度04分55秒﻿ / ﻿北緯43.389517度 東経143.082056度﻿ / 43.389517; 143.082056﻿ (ウペペサンケ山)","https://ja.wikipedia.org/wiki/ウペペサンケ山","北緯43度23分22秒東経143度04分55秒","標高: 1,848 m;所在地: 日本北海道十勝総合振興局河東郡鹿追町・河東郡上士幌町;位置: 北緯43度23分22秒東経143度04分55秒座標: 北緯43度23分22秒 東経143度04分55秒;山系: 石狩山地;種類: 成層火山[1]","北海道百名山","表形式"
"白雲山 (北海道)","27 画 像 募 集 中はくうんざん白雲山十勝管内1,187地理院地図Googleマップ北緯43度15分32秒東経143度06分55秒﻿ / ﻿北緯43.258769度 東経143.115256度﻿ / 43.258769; 143.115256﻿ (白雲山)新・花の百名山然別湖","https://ja.wikipedia.org/wiki/白雲山_(北海道)","北緯43度15分32秒東経143度6分55秒","標高: 1,186[1]m;所在地: 北海道河東郡上士幌町[1];位置: .mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯43度15分32秒東経143度6分55秒﻿ / ﻿北緯43.25889度 東経143.11528度﻿ / 43.25889; 143.11528座標: 北緯43度15分32秒東経143度6分55秒﻿ / ﻿北緯43.25889度 東経143.11528度﻿ / 43.25889; 143.11528[1];山系: 石狩山地;種類: 溶岩ドーム[2]","北海道百名山","表形式"
"オプタテシケ山","28 おぷたてしけやまオプタテシケ山上川管内十勝管内2,012.7地理院地図Googleマップ北緯43度28分13秒東経142度45分06秒﻿ / ﻿北緯43.470244度 東経142.751538度﻿ / 43.470244; 142.751538﻿ (オプタテシケ山)日本三百名山","https://ja.wikipedia.org/wiki/オプタテシケ山","北緯43度28分13秒東経142度45分05秒","標高: 2,012.48m;所在地: 日本北海道上川総合振興局上川郡美瑛町・十勝総合振興局上川郡新得町;位置: 北緯43度28分13秒東経142度45分05秒座標: 北緯43度28分13秒 東経142度45分05秒;山系: 石狩山地（十勝岳連峰）","北海道百名山","表形式"
"十勝岳","29 とかちだけ十勝岳上川管内十勝管内2,077地理院地図Googleマップ北緯43度25分04秒東経142度41分11秒﻿ / ﻿北緯43.417839度 東経142.686297度﻿ / 43.417839; 142.686297﻿ (十勝岳)日本百名山花の百名山活火山十勝川源流","https://ja.wikipedia.org/wiki/十勝岳","北緯43度25分05秒東経142度41分11秒","標高: 2,077[1]m;所在地: 日本北海道上川総合振興局美瑛町・上富良野町、十勝総合振興局新得町;位置: 北緯43度25分05秒東経142度41分11秒座標: 北緯43度25分05秒 東経142度41分11秒[2];山系: 石狩山地（十勝岳連峰）;種類: 成層火山・活火山（ランクＡ）・火山群","北海道百名山","表形式"
"美瑛岳","30 びえいだけ美瑛岳上川管内十勝管内2,052.3地理院地図Googleマップ北緯43度26分24秒東経142度42分24秒﻿ / ﻿北緯43.439895度 東経142.706563度﻿ / 43.439895; 142.706563﻿ (美瑛岳)","https://ja.wikipedia.org/wiki/美瑛岳","北緯43度26分23.8秒東経142度42分22.7秒","標高: 2,052 m;所在地: 日本北海道上川郡美瑛町;位置: .mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯43度26分23.8秒東経142度42分22.7秒﻿ / ﻿北緯43.439944度 東経142.706306度﻿ / 43.439944; 142.706306座標: 北緯43度26分23.8秒東経142度42分22.7秒﻿ / ﻿北緯43.439944度 東経142.706306度﻿ / 43.439944; 142.706306;山系: 石狩山地（十勝岳連峰）","北海道百名山","表形式"
"富良野岳","31 ふらのだけ富良野岳上川管内1,912.1地理院地図Googleマップ北緯43度23分37秒東経142度38分06秒﻿ / ﻿北緯43.393724度 東経142.634976度﻿ / 43.393724; 142.634976﻿ (富良野岳)花の百名山一等三角点百名山","https://ja.wikipedia.org/wiki/富良野岳","北緯43度23分37秒東経142度38分06秒","標高: 1,911.90[1]m;所在地: 日本北海道上川総合振興局富良野市上川総合振興局上富良野町;位置: 北緯43度23分37秒東経142度38分06秒座標: 北緯43度23分37秒 東経142度38分06秒[2];山系: 石狩山地（十勝岳連峰）;種類: 成層火山","北海道百名山","表形式"
"上ホロカメットク山","32 かみほろかめっとくやま上ホロカメットク山上川管内十勝管内1,920地理院地図Googleマップ北緯43度24分17秒東経142度40分18秒﻿ / ﻿北緯43.404844度 東経142.671747度﻿ / 43.404844; 142.671747﻿ (上ホロカメットク山)","https://ja.wikipedia.org/wiki/上ホロカメットク山","北緯43度24分17.6秒東経142度40分18.4秒","標高: 1,920[1]m;所在地: 日本北海道上富良野町・南富良野町・新得町;位置: 北緯43度24分17.6秒東経142度40分18.4秒座標: 北緯43度24分17.6秒 東経142度40分18.4秒;山系: 石狩山地十勝岳連峰","北海道百名山","表形式"
"羅臼岳","33 らうすだけ羅臼岳オホーツク管内根室管内1,660.2地理院地図Googleマップ北緯44度04分32秒東経145度07分20秒﻿ / ﻿北緯44.075677度 東経145.122236度﻿ / 44.075677; 145.122236﻿ (羅臼岳)日本百名山花の百名山新・花の百名山知床知床富士","https://ja.wikipedia.org/wiki/羅臼岳","北緯44度04分33秒東経145度07分20秒","標高: 1,661[1]m;所在地: 日本北海道目梨郡羅臼町・斜里郡斜里町;位置: 北緯44度04分33秒東経145度07分20秒座標: 北緯44度04分33秒 東経145度07分20秒[2];山系: 知床半島;種類: 成層火山","北海道百名山","表形式"
"知床硫黄山","34 いおうざん硫黄山オホーツク管内根室管内1,562.5地理院地図Googleマップ北緯44度08分00秒東経145度09分41秒﻿ / ﻿北緯44.133258度 東経145.161290度﻿ / 44.133258; 145.161290﻿ (硫黄山)一等三角点百名山知床","https://ja.wikipedia.org/wiki/知床硫黄山","北緯44度08分00秒東経145度09分41秒","標高: 1,561.95m;所在地: 日本北海道斜里郡斜里町・目梨郡羅臼町;位置: 北緯44度08分00秒東経145度09分41秒座標: 北緯44度08分00秒 東経145度09分41秒;山系: 知床半島;種類: 成層火山","北海道百名山","表形式"
"斜里岳","35 しゃりだけ斜里岳オホーツク管内根室管内1,547地理院地図Googleマップ北緯43度45分57秒東経144度43分06秒﻿ / ﻿北緯43.765791度 東経144.718195度﻿ / 43.765791; 144.718195﻿ (斜里岳)日本百名山花の百名山新・花の百名山オホーツク富士斜里富士","https://ja.wikipedia.org/wiki/斜里岳","北緯43度45分56秒東経144度43分04秒","標高: 1,547[1]m;所在地: 北海道斜里郡斜里町・清里町、標津郡標津町;位置: 北緯43度45分56秒東経144度43分04秒[2];山系: 知床半島;種類: 成層火山;最新噴火: 25万年前[3]","北海道百名山","表形式"
"摩周岳","36 かむいぬぷりカムイヌプリ釧路管内857地理院地図Googleマップ北緯43度34分28秒東経144度33分20秒﻿ / ﻿北緯43.574469度 東経144.555458度﻿ / 43.574469; 144.555458﻿ (カムイヌプリ)摩周岳摩周湖","https://ja.wikipedia.org/wiki/摩周岳","北緯43度34分20秒東経144度33分39秒","標高: 857 m;所在地: 日本北海道川上郡弟子屈町;位置: 北緯43度34分20秒東経144度33分39秒座標: 北緯43度34分20秒 東経144度33分39秒;種類: 複成火山[1];最新噴火: 4,000年前以降[1]","北海道百名山","表形式"
"西別岳","37 にしべつだけ西別岳釧路管内799.8地理院地図Googleマップ北緯43度33分13秒東経144度34分54秒﻿ / ﻿北緯43.553537度 東経144.581752度﻿ / 43.553537; 144.581752﻿ (西別岳)","https://ja.wikipedia.org/wiki/西別岳","北緯43度33分13秒東経144度34分54秒","標高: 799,5m;所在地: 北海道川上郡標茶町;位置: .mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯43度33分13秒東経144度34分54秒﻿ / ﻿北緯43.55361度 東経144.58167度﻿ / 43.55361; 144.58167座標: 北緯43度33分13秒東経144度34分54秒﻿ / ﻿北緯43.55361度 東経144.58167度﻿ / 43.55361; 144.58167;種類: 火山[1]","北海道百名山","表形式"
"雄阿寒岳","38 おあかんだけ雄阿寒岳釧路管内1,370.5地理院地図Googleマップ北緯43度27分15秒東経144度09分53秒﻿ / ﻿北緯43.454057度 東経144.164618度﻿ / 43.454057; 144.164618﻿ (雄阿寒岳)阿寒湖","https://ja.wikipedia.org/wiki/雄阿寒岳","北緯43度27分14.6秒東経144度9分40.3秒","標高: 1,370.5 m;所在地: 日本北海道釧路市;位置: 北緯43度27分14.6秒東経144度9分40.3秒座標: 北緯43度27分14.6秒 東経144度9分40.3秒;種類: 成層火山・溶岩ドーム","北海道百名山","表形式"
"雌阿寒岳","39 あかんだけ阿寒岳十勝管内釧路管内1,499地理院地図Googleマップ北緯43度23分11秒東経144度00分33秒﻿ / ﻿北緯43.386350度 東経144.009092度﻿ / 43.386350; 144.009092﻿ (阿寒岳)日本百名山新日本百名山花の百名山雌阿寒岳オンネトー","https://ja.wikipedia.org/wiki/雌阿寒岳","北緯43度23分12秒東経144度00分32秒","標高: 1,499[1]m;所在地: 日本北海道釧路総合振興局釧路市、十勝総合振興局足寄町;位置: 北緯43度23分12秒東経144度00分32秒座標: 北緯43度23分12秒 東経144度00分32秒[2];種類: 成層火山","北海道百名山","表形式"
"佐幌岳","40 さほろだけ佐幌岳上川管内十勝管内1,059.5地理院地図Googleマップ北緯43度10分24秒東経142度46分52秒﻿ / ﻿北緯43.173382度 東経142.780994度﻿ / 43.173382; 142.780994﻿ (佐幌岳)","https://ja.wikipedia.org/wiki/佐幌岳","北緯43度10分24秒東経142度46分52秒","標高: 1,059.5 m;所在地: 日本北海道空知郡南富良野町・上川郡新得町;位置: 北緯43度10分24秒東経142度46分52秒座標: 北緯43度10分24秒 東経142度46分52秒;山系: 日高山脈","北海道百名山","表形式"
"芽室岳 (存在しないページ)","41 めむろだけ芽室岳日高管内十勝管内1,753.7地理院地図Googleマップ北緯42度52分08秒東経142度47分07秒﻿ / ﻿北緯42.868970度 東経142.785393度﻿ / 42.868970; 142.785393﻿ (芽室岳)","https://ja.wikipedia.org/w/index.php?title=芽室岳&amp;action=edit&amp;redlink=1","","","北海道百名山","表形式"
"剣山 (北海道) (存在しないページ)","42 つるぎやま剣山十勝管内1,205.1地理院地図Googleマップ北緯42度50分55秒東経142度53分06秒﻿ / ﻿北緯42.848705度 東経142.885057度﻿ / 42.848705; 142.885057﻿ (剣山)","https://ja.wikipedia.org/w/index.php?title=剣山_(北海道)&amp;action=edit&amp;redlink=1","","","北海道百名山","表形式"
"チロロ岳 (存在しないページ)","43 画 像 募 集 中ちろろだけチロロ岳日高管内1,879.9地理院地図Googleマップ北緯42度49分32秒東経142度40分31秒﻿ / ﻿北緯42.825588度 東経142.675403度﻿ / 42.825588; 142.675403﻿ (チロロ岳)","https://ja.wikipedia.org/w/index.php?title=チロロ岳&amp;action=edit&amp;redlink=1","","","北海道百名山","表形式"
"ピパイロ岳 (存在しないページ)","44 ぴぱいろだけピパイロ岳十勝管内1,916.5地理院地図Googleマップ北緯42度46分23秒東経142度43分39秒﻿ / ﻿北緯42.773187度 東経142.727607度﻿ / 42.773187; 142.727607﻿ (ピパイロ岳)","https://ja.wikipedia.org/w/index.php?title=ピパイロ岳&amp;action=edit&amp;redlink=1","","","北海道百名山","表形式"
