"タイトル","コメント","URLアドレス","座標","詳細情報","親リスト","一覧抽出方法"
"白地山","11 しろじやま白地山秋田県1,034.2地理院地図Googleマップ北緯40度26分50秒東経140度47分17秒﻿ / ﻿北緯40.447221度 東経140.788157度﻿ / 40.447221; 140.788157﻿ (白地山)十和田湖西の外輪山","https://ja.wikipedia.org/wiki/白地山","北緯40度26分49.8秒東経140度47分17.5秒","標高: 1,034.0 m;所在地: 日本秋田県鹿角郡小坂町;位置: 北緯40度26分49.8秒東経140度47分17.5秒座標: 北緯40度26分49.8秒 東経140度47分17.5秒","東北百名山","表形式"
"小岳 (秋田県)","12 こだけ小岳秋田県1,042.5地理院地図Googleマップ北緯40度25分58秒東経140度11分52秒﻿ / ﻿北緯40.432797度 東経140.197777度﻿ / 40.432797; 140.197777﻿ (小岳)白神山地","https://ja.wikipedia.org/wiki/小岳_(秋田県)","北緯40度25分58秒東経140度11分52秒","標高: 1,042.3 m;所在地: 日本秋田県山本郡藤里町;位置: 北緯40度25分58秒東経140度11分52秒座標: 北緯40度25分58秒 東経140度11分52秒;山系: 白神山地","東北百名山","表形式"
"藤里駒ヶ岳","13 ふじさとこまがたけ藤里駒ヶ岳秋田県1,158.1地理院地図Googleマップ北緯40度24分47秒東経140度15分04秒﻿ / ﻿北緯40.412917度 東経140.251131度﻿ / 40.412917; 140.251131﻿ (藤里駒ヶ岳)太良駒ヶ岳白神山地","https://ja.wikipedia.org/wiki/藤里駒ヶ岳","北緯40度24分46秒東経140度15分04秒","標高: 1,157.9 m;所在地: 秋田県山本郡藤里町;位置: 北緯40度24分46秒東経140度15分04秒座標: 北緯40度24分46秒 東経140度15分04秒;山系: 白神山地;種類: 成層火山","東北百名山","表形式"
"田代岳","14 たしろだけ田代岳秋田県1,177.9地理院地図Googleマップ北緯40度25分43秒東経140度24分32秒﻿ / ﻿北緯40.428491度 東経140.408836度﻿ / 40.428491; 140.408836﻿ (田代岳)白神山地","https://ja.wikipedia.org/wiki/田代岳","北緯40度25分43秒東経140度24分32秒","標高: 1,178 m;所在地: 日本秋田県大館市早口;位置: 北緯40度25分43秒東経140度24分32秒座標: 北緯40度25分43秒 東経140度24分32秒;山系: 白神山地;種類: 成層火山","東北百名山","表形式"
"八幡平","15 はちまんたい八幡平岩手県秋田県1,613.5地理院地図Googleマップ北緯39度57分28秒東経140度51分15秒﻿ / ﻿北緯39.957816度 東経140.854083度﻿ / 39.957816; 140.854083﻿ (八幡平)日本百名山花の百名山新・花の百名山","https://ja.wikipedia.org/wiki/八幡平","北緯39度57分28秒東経140度51分15秒","標高: 1,613.50[1]m;所在地: 日本岩手県八幡平市秋田県仙北市・鹿角市;位置: 北緯39度57分28秒東経140度51分15秒座標: 北緯39度57分28秒 東経140度51分15秒[2];山系: 奥羽山脈;種類: 成層火山[注釈 1]","東北百名山","表形式"
"秋田焼山","16 やけやま秋田焼山秋田県1,366.2地理院地図Googleマップ北緯39度57分50秒東経140度45分25秒﻿ / ﻿北緯39.963825度 東経140.756993度﻿ / 39.963825; 140.756993﻿ (秋田焼山)焼山","https://ja.wikipedia.org/wiki/秋田焼山","北緯39度57分50.0秒東経140度45分25.4秒","標高: 1,366 m;所在地: 秋田県鹿角市・仙北市;位置: 北緯39度57分50.0秒東経140度45分25.4秒座標: 北緯39度57分50.0秒 東経140度45分25.4秒;種類: 成層火山、溶岩ドーム","東北百名山","表形式"
"三ツ石山","17 みついしさん三ツ石山岩手県1,466地理院地図Googleマップ北緯39度51分05秒東経140度53分48秒﻿ / ﻿北緯39.851258度 東経140.896531度﻿ / 39.851258; 140.896531﻿ (三ツ石山)","https://ja.wikipedia.org/wiki/三ツ石山","北緯39度51分04.5秒東経140度53分47.4秒","標高: 1,466 m;所在地: 日本岩手県岩手郡雫石町・八幡平市;位置: 北緯39度51分04.5秒東経140度53分47.4秒座標: 北緯39度51分04.5秒 東経140度53分47.4秒","東北百名山","表形式"
"大白森","18 おおしろもり大白森岩手県秋田県1,215.7地理院地図Googleマップ北緯39度50分31秒東経140度47分06秒﻿ / ﻿北緯39.841947度 東経140.785054度﻿ / 39.841947; 140.785054﻿ (大白森)","https://ja.wikipedia.org/wiki/大白森","北緯39度50分31秒東経140度47分06秒","標高: 1,216 m;所在地: 日本秋田県仙北市・岩手県雫石町;位置: 北緯39度50分31秒東経140度47分06秒座標: 北緯39度50分31秒 東経140度47分06秒","東北百名山","表形式"
"秋田駒ヶ岳","19 あきたこまがたけ秋田駒ヶ岳秋田県1,637.3地理院地図Googleマップ北緯39度45分40秒東経140度47分58秒﻿ / ﻿北緯39.761105度 東経140.799365度﻿ / 39.761105; 140.799365﻿ (秋田駒ヶ岳)日本二百名山新日本百名山新・花の百名山駒ヶ岳男女岳秋田県最高峰","https://ja.wikipedia.org/wiki/秋田駒ヶ岳","北緯39度45分39.9774秒東経140度47分57.7149秒","標高: 1,637.4 m;所在地: 日本秋田県仙北市岩手県岩手郡雫石町;位置: 北緯39度45分39.9774秒東経140度47分57.7149秒座標: 北緯39度45分39.9774秒 東経140度47分57.7149秒;山系: 奥羽山脈;種類: 成層火山（活火山ランクB）;最新噴火: 1971年[1]","東北百名山","表形式"
"乳頭山","20 えぼしだけ烏帽子岳岩手県秋田県1,478地理院地図Googleマップ北緯39度48分18秒東経140度50分19秒﻿ / ﻿北緯39.804883度 東経140.838589度﻿ / 39.804883; 140.838589﻿ (烏帽子岳)日本三百名山乳頭山","https://ja.wikipedia.org/wiki/乳頭山","北緯39度48分18.00秒東経140度50分19.40秒","標高: 1478 m;所在地: 秋田県仙北市・岩手県岩手郡雫石町;位置: 北緯39度48分18.00秒東経140度50分19.40秒;山系: 奥羽山脈","東北百名山","表形式"
"竜ヶ森 (北秋田市・大館市)","21 りゅうがもり竜ヶ森秋田県1,049.9地理院地図Googleマップ北緯40度06分14秒東経140度35分59秒﻿ / ﻿北緯40.103894度 東経140.599620度﻿ / 40.103894; 140.599620﻿ (竜ヶ森)","https://ja.wikipedia.org/wiki/竜ヶ森_(北秋田市・大館市)","北緯40度6分13.66秒東経140度35分57.49秒","標高: 1,050 m;所在地: 日本秋田県北秋田市・大館市;位置: 北緯40度6分13.66秒東経140度35分57.49秒座標: 北緯40度6分13.66秒 東経140度35分57.49秒","東北百名山","表形式"
"森吉山","22 もりよしざん森吉山秋田県1,454.3地理院地図Googleマップ北緯39度58分36秒東経140度32分39秒﻿ / ﻿北緯39.976760度 東経140.544163度﻿ / 39.976760; 140.544163﻿ (森吉山)日本二百名山","https://ja.wikipedia.org/wiki/森吉山","北緯39度58分40秒東経140度32分40秒","標高: 1,454.2 m;所在地: 秋田県北秋田市;位置: 北緯39度58分40秒東経140度32分40秒座標: 北緯39度58分40秒 東経140度32分40秒;山系: 独立峰;種類: 成層火山","東北百名山","表形式"
"太平山 (秋田県)","23 たいへいざん太平山秋田県1,170.5地理院地図Googleマップ北緯39度47分49秒東経140度18分38秒﻿ / ﻿北緯39.796998度 東経140.310672度﻿ / 39.796998; 140.310672﻿ (太平山)日本三百名山新日本百名山","https://ja.wikipedia.org/wiki/太平山_(秋田県)","北緯39度47分49秒東経140度18分39秒","標高: 1,170[1]m;所在地: 日本秋田県秋田市・北秋田郡上小阿仁村;位置: 北緯39度47分49秒東経140度18分39秒座標: 北緯39度47分49秒 東経140度18分39秒","東北百名山","表形式"
"岩手山","24 いわてさん岩手山岩手県2,038.1地理院地図Googleマップ北緯39度51分09秒東経141度00分04秒﻿ / ﻿北緯39.852616度 東経141.001004度﻿ / 39.852616; 141.001004﻿ (岩手山)日本百名山新日本百名山薬師岳岩手県最高峰南部片富士","https://ja.wikipedia.org/wiki/岩手山","北緯39度51分0秒東経141度0分0秒","標高: 2,037.95[1][2]m;所在地: 日本岩手県八幡平市・滝沢市・雫石町;位置: .mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯39度51分0秒東経141度0分0秒﻿ / ﻿北緯39.85000度 東経141.00000度﻿ / 39.85000; 141.00000座標: 北緯39度51分0秒東経141度0分0秒﻿ / ﻿北緯39.85000度 東経141.00000度﻿ / 39.85000; 141.00000;山系: 奥羽山脈;種類: 成層火山[3];最新噴火: 1919年（小規模）[4]","東北百名山","表形式"
"七時雨山","25 ななしぐれやま七時雨山岩手県1,063地理院地図Googleマップ北緯40度04分16秒東経141度06分30秒﻿ / ﻿北緯40.070997度 東経141.108386度﻿ / 40.070997; 141.108386﻿ (七時雨山)新日本百名山","https://ja.wikipedia.org/wiki/七時雨山","北緯40度4分16秒東経141度6分30秒","標高: 1,063 m;所在地: 岩手県八幡平市;位置: .mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯40度4分16秒東経141度6分30秒﻿ / ﻿北緯40.07111度 東経141.10833度﻿ / 40.07111; 141.10833座標: 北緯40度4分16秒東経141度6分30秒﻿ / ﻿北緯40.07111度 東経141.10833度﻿ / 40.07111; 141.10833;山系: 七時雨火山;種類: 溶岩ドーム(七時雨山峰)[1]","東北百名山","表形式"
"安家森 (存在しないページ)","26 画 像 募 集 中あっかもり安家森岩手県1,238.9地理院地図Googleマップ北緯40度02分17秒東経141度32分28秒﻿ / ﻿北緯40.038047度 東経141.540977度﻿ / 40.038047; 141.540977﻿ (安家森)","https://ja.wikipedia.org/w/index.php?title=安家森&amp;action=edit&amp;redlink=1","","","東北百名山","表形式"
"姫神山 (岩手県)","27 ひめかみさん姫神山岩手県1,123.7地理院地図Googleマップ北緯39度50分39秒東経141度14分49秒﻿ / ﻿北緯39.844035度 東経141.246882度﻿ / 39.844035; 141.246882﻿ (姫神山)日本二百名山新・花の百名山","https://ja.wikipedia.org/wiki/姫神山_(岩手県)","北緯39度50分39秒東経141度14分49秒","標高: 1,123.8 m;所在地: 日本岩手県盛岡市;位置: 北緯39度50分39秒東経141度14分49秒座標: 北緯39度50分39秒 東経141度14分49秒;山系: 北上山地","東北百名山","表形式"
"兜明神岳 (存在しないページ)","28 画 像 募 集 中かぶとみょうじんだけ兜明神岳岩手県1,005地理院地図Googleマップ北緯39度39分22秒東経141度22分11秒﻿ / ﻿北緯39.656133度 東経141.369808度﻿ / 39.656133; 141.369808﻿ (兜明神岳)兜明神嶽","https://ja.wikipedia.org/w/index.php?title=兜明神岳&amp;action=edit&amp;redlink=1","","","東北百名山","表形式"
"早池峰山","29 はやちね早池峰岩手県1,917地理院地図Googleマップ北緯39度33分30秒東経141度29分20秒﻿ / ﻿北緯39.558358度 東経141.489014度﻿ / 39.558358; 141.489014﻿ (早池峰)日本百名山花の百名山新・花の百名山早池峰山","https://ja.wikipedia.org/wiki/早池峰山","北緯39度33分31秒東経141度29分19秒","標高: 1917[1]m;所在地: 日本岩手県宮古市・遠野市・花巻市;位置: 北緯39度33分31秒東経141度29分19秒座標: 北緯39度33分31秒 東経141度29分19秒[1];山系: 北上山地","東北百名山","表形式"
"薬師岳 (岩手県) (存在しないページ)","30 やくしだけ薬師岳岩手県1,644.7地理院地図Googleマップ北緯39度31分48秒東経141度29分45秒﻿ / ﻿北緯39.529940度 東経141.495711度﻿ / 39.529940; 141.495711﻿ (薬師岳)","https://ja.wikipedia.org/w/index.php?title=薬師岳_(岩手県)&amp;action=edit&amp;redlink=1","","","東北百名山","表形式"
"鯨山 (存在しないページ)","31 画 像 募 集 中くじらやま鯨山岩手県609.9地理院地図Googleマップ北緯39度24分05秒東経141度55分22秒﻿ / ﻿北緯39.401275度 東経141.922785度﻿ / 39.401275; 141.922785﻿ (鯨山)","https://ja.wikipedia.org/w/index.php?title=鯨山&amp;action=edit&amp;redlink=1","","","東北百名山","表形式"
"六角牛山","32 画 像 募 集 中ろっこうしさん六角牛山岩手県1,293.7地理院地図Googleマップ北緯39度19分06秒東経141度39分01秒﻿ / ﻿北緯39.318356度 東経141.650147度﻿ / 39.318356; 141.650147﻿ (六角牛山)遠野小富士","https://ja.wikipedia.org/wiki/六角牛山","北緯39度19分06秒東経141度39分01秒","標高: 1,294.3[1]m;所在地: 日本岩手県遠野市・釜石市;位置: 北緯39度19分06秒東経141度39分01秒座標: 北緯39度19分06秒 東経141度39分01秒;山系: 北上山地","東北百名山","表形式"
"五葉山","33 ごようさん五葉山岩手県1,351地理院地図Googleマップ北緯39度12分14秒東経141度43分45秒﻿ / ﻿北緯39.203978度 東経141.729101度﻿ / 39.203978; 141.729101﻿ (五葉山)日本三百名山花の百名山","https://ja.wikipedia.org/wiki/五葉山","北緯39度12分14秒東経141度43分44秒","標高: 1,351 m;所在地: 日本岩手県：住田町、大船渡市、釜石市;位置: 北緯39度12分14秒東経141度43分44秒;山系: 北上山地","東北百名山","表形式"
"氷上山 (存在しないページ)","34 画 像 募 集 中ひかみさん氷上山岩手県874.4地理院地図Googleマップ北緯39度03分32秒東経141度39分38秒﻿ / ﻿北緯39.058947度 東経141.660504度﻿ / 39.058947; 141.660504﻿ (氷上山)","https://ja.wikipedia.org/w/index.php?title=氷上山&amp;action=edit&amp;redlink=1","","","東北百名山","表形式"
"女神山","35 めがみやま女神山岩手県秋田県955.5地理院地図Googleマップ北緯39度25分01秒東経140度40分30秒﻿ / ﻿北緯39.416965度 東経140.675096度﻿ / 39.416965; 140.675096﻿ (女神山)","https://ja.wikipedia.org/wiki/女神山","北緯39度25分01秒東経140度40分30秒","標高: 955.4 m;所在地: 日本秋田県仙北郡美郷町,岩手県和賀郡西和賀町;位置: 北緯39度25分01秒東経140度40分30秒座標: 北緯39度25分01秒 東経140度40分30秒;山系: 真昼山地","東北百名山","表形式"
"和賀岳","36 わがだけ和賀岳岩手県秋田県1,439.5地理院地図Googleマップ北緯39度34分13秒東経140度45分15秒﻿ / ﻿北緯39.570405度 東経140.754239度﻿ / 39.570405; 140.754239﻿ (和賀岳)日本二百名山和賀山塊","https://ja.wikipedia.org/wiki/和賀岳","北緯39度34分13.4583秒東経140度45分15.2599秒","所在地: 秋田県・岩手県;位置: 北緯39度34分13.4583秒東経140度45分15.2599秒（和賀岳）;最高峰: 和賀岳（1,439[1]m）;延長: 40km;幅: 20km;貝吹岳: 992;五番森: 1048;モッコ岳: 1278;志度内モッコ: 1290;二ノ沢モッコ: 1190;朝日岳: 1376;大荒沢岳: 1313;和賀岳: 1439;錫杖森: 918;小杉山: 1229;薬師岳: 1218;大甲: 1108;甲山: 1013;中ノ沢岳: 1061;風鞍: 1023;青シカ山: 987;権現山: 722;白岩岳: 1177;白岩薬師: 1159;ブナ: 8.6;クリ: 8.13;ミズナラ: 6.9;ブナ: 6.62;クロベ: 8.04;スギ: 12.4;クリ: 8.13;和賀岳自然環境保全地域: 環境庁;真木真昼県立自然公園: 秋田県;和賀岳鳥獣保護区: 秋田県;和賀岳植物群落保護区: 林野庁","東北百名山","表形式"
"真昼岳","37 まひるだけ真昼岳岩手県秋田県1,059.6地理院地図Googleマップ北緯39度26分52秒東経140度40分36秒﻿ / ﻿北緯39.447855度 東経140.676529度﻿ / 39.447855; 140.676529﻿ (真昼岳)真昼山地","https://ja.wikipedia.org/wiki/真昼岳","北緯39度26分52.2秒東経140度40分35.4秒","標高: 1,059[1]m;所在地: 日本秋田県仙北郡美郷町岩手県和賀郡西和賀町;位置: 北緯39度26分52.2秒東経140度40分35.4秒座標: 北緯39度26分52.2秒 東経140度40分35.4秒;山系: 真昼山地","東北百名山","表形式"
"焼石岳","38 やけいしだけ焼石岳岩手県1,547.7地理院地図Googleマップ北緯39度09分49秒東経140度49分44秒﻿ / ﻿北緯39.163683度 東経140.828812度﻿ / 39.163683; 140.828812﻿ (焼石岳)日本二百名山","https://ja.wikipedia.org/wiki/焼石岳","北緯39度09分49秒東経140度49分44秒","標高: 1,547.7m;所在地: 日本岩手県奥州市・和賀郡西和賀町;位置: 北緯39度09分49秒東経140度49分44秒座標: 北緯39度09分49秒 東経140度49分44秒;山系: 奥羽山脈","東北百名山","表形式"
"牛形山","39 画 像 募 集 中うしがたやま牛形山岩手県1,339.5地理院地図Googleマップ北緯39度12分06秒東経140度51分37秒﻿ / ﻿北緯39.201700度 東経140.860296度﻿ / 39.201700; 140.860296﻿ (牛形山)","https://ja.wikipedia.org/wiki/牛形山","北緯39度12分06.0秒東経140度51分37.0秒","標高: 1,339.8 m;所在地: 日本岩手県北上市・和賀郡西和賀町;位置: 北緯39度12分06.0秒東経140度51分37.0秒座標: 北緯39度12分06.0秒 東経140度51分37.0秒;山系: 奥羽山脈","東北百名山","表形式"
"甑山","40 こしきやま甑山秋田県山形県981.4地理院地図Googleマップ北緯39度00分43秒東経140度18分38秒﻿ / ﻿北緯39.012060度 東経140.310552度﻿ / 39.012060; 140.310552﻿ (甑山)男甑山・女甑山","https://ja.wikipedia.org/wiki/甑山","北緯39度01分01.1秒東経140度18分46.0秒","標高: 981.3 m;所在地: 日本秋田県由利本荘市山形県真室川町;位置: 北緯39度01分01.1秒東経140度18分46.0秒座標: 北緯39度01分01.1秒 東経140度18分46.0秒","東北百名山","表形式"
"栗駒山","41 くりこまやま栗駒山岩手県宮城県秋田県1,626.7地理院地図Googleマップ北緯38度57分39秒東経140度47分18秒﻿ / ﻿北緯38.960922度 東経140.788403度﻿ / 38.960922; 140.788403﻿ (栗駒山)日本二百名山新日本百名山花の百名山新・花の百名山須川岳","https://ja.wikipedia.org/wiki/栗駒山","北緯38度57分39秒東経140度47分18秒","標高: 1,626[1][2]m;所在地: 日本岩手県一関市宮城県栗原市秋田県湯沢市・雄勝郡東成瀬村;位置: 北緯38度57分39秒東経140度47分18秒座標: 北緯38度57分39秒 東経140度47分18秒;山系: 奥羽山脈;種類: 成層火山(活火山ランクB);最新噴火: 1944年11月20日（昭和湖）;所在地: 岩手県一関市;位置: 北緯38度58分01.5秒東経140度46分45.5秒;水面の標高: 1,280 m;成因: 火口湖;所在地: 秋田県東成瀬村;位置: 北緯38度58分42秒東経140度45分11秒;面積: 0.08 km2;周囲長: 2.1 km;平均水深: 16 m;水面の標高: 1,030 m;成因: 火山湖;淡水・汽水: 淡水;湖沼型: 酸栄養湖;透明度: 4.0 m;標高: 1,626[1][2]m;所在地: 日本岩手県一関市宮城県栗原市秋田県湯沢市・雄勝郡東成瀬村;位置: 北緯38度57分39秒東経140度47分18秒座標: 北緯38度57分39秒 東経140度47分18秒;山系: 奥羽山脈;種類: 成層火山(活火山ランクB);最新噴火: 1944年11月20日（昭和湖）;所在地: 岩手県一関市;位置: 北緯38度58分01.5秒東経140度46分45.5秒;水面の標高: 1,280 m;成因: 火口湖;所在地: 秋田県東成瀬村;位置: 北緯38度58分42秒東経140度45分11秒;面積: 0.08 km2;周囲長: 2.1 km;平均水深: 16 m;水面の標高: 1,030 m;成因: 火山湖;淡水・汽水: 淡水;湖沼型: 酸栄養湖;透明度: 4.0 m;標高: 1,626[1][2]m;所在地: 日本岩手県一関市宮城県栗原市秋田県湯沢市・雄勝郡東成瀬村;位置: 北緯38度57分39秒東経140度47分18秒座標: 北緯38度57分39秒 東経140度47分18秒;山系: 奥羽山脈;種類: 成層火山(活火山ランクB);最新噴火: 1944年11月20日（昭和湖）;所在地: 岩手県一関市;位置: 北緯38度58分01.5秒東経140度46分45.5秒;水面の標高: 1,280 m;成因: 火口湖;所在地: 秋田県東成瀬村;位置: 北緯38度58分42秒東経140度45分11秒;面積: 0.08 km2;周囲長: 2.1 km;平均水深: 16 m;水面の標高: 1,030 m;成因: 火山湖;淡水・汽水: 淡水;湖沼型: 酸栄養湖;透明度: 4.0 m","東北百名山","表形式"
"虎毛山","42 とらげやま虎毛山秋田県1,432.9地理院地図Googleマップ北緯38度54分17秒東経140度37分08秒﻿ / ﻿北緯38.904589度 東経140.618791度﻿ / 38.904589; 140.618791﻿ (虎毛山)","https://ja.wikipedia.org/wiki/虎毛山","北緯38度54分17秒東経140度37分08秒","標高: 1,433 m;所在地: 日本秋田県湯沢市;位置: 北緯38度54分17秒東経140度37分08秒座標: 北緯38度54分17秒 東経140度37分08秒;山系: 栗駒山地","東北百名山","表形式"
"神室山","43 かむろさん神室山秋田県山形県1,365.2地理院地図Googleマップ北緯38度54分08秒東経140度29分32秒﻿ / ﻿北緯38.902261度 東経140.492277度﻿ / 38.902261; 140.492277﻿ (神室山)日本二百名山","https://ja.wikipedia.org/wiki/神室山","北緯38度54分8秒東経140度29分32.3秒","標高: 1365.2m;所在地: 日本秋田県湯沢市・山形県新庄市・金山町;位置: 北緯38度54分8秒東経140度29分32.3秒座標: 北緯38度54分8秒 東経140度29分32.3秒;山系: 神室連峰;種類: 構造山地（花崗岩）","東北百名山","表形式"
"高松岳","44 たかまつだけ高松岳秋田県1,348地理院地図Googleマップ北緯38度58分04秒東経140度36分23秒﻿ / ﻿北緯38.967689度 東経140.606350度﻿ / 38.967689; 140.606350﻿ (高松岳)","https://ja.wikipedia.org/wiki/高松岳","北緯38度58分04秒東経140度36分23秒","標高: 1,348 m;所在地: 日本秋田県湯沢市;位置: 北緯38度58分04秒東経140度36分23秒座標: 北緯38度58分04秒 東経140度36分23秒;山系: 神室山地;種類: 火山","東北百名山","表形式"
"須金岳 (存在しないページ)","45 画 像 募 集 中すがねだけ須金岳宮城県秋田県1,253地理院地図Googleマップ北緯38度53分32秒東経140度39分19秒﻿ / ﻿北緯38.892100度 東経140.655414度﻿ / 38.892100; 140.655414﻿ (須金岳)","https://ja.wikipedia.org/w/index.php?title=須金岳&amp;action=edit&amp;redlink=1","","","東北百名山","表形式"
