"タイトル","コメント","URLアドレス","座標","詳細情報","親リスト","一覧抽出方法","前文"
"ダイナスティスキーリゾート","ダイナスティスキーリゾート（旧後楽園北広島スキー場→セントレジャー北広島スキー場）","https://ja.wikipedia.org/wiki/ダイナスティスキーリゾート","北緯42度55分51秒東経141度27分5秒","所在地: 〒061-1267北海道北広島市仁別82番4;座標: 北緯42度55分51秒東経141度27分5秒﻿ / ﻿北緯42.93083度 東経141.45139度﻿ / 42.93083; 141.45139座標: 北緯42度55分51秒東経141度27分5秒﻿ / ﻿北緯42.93083度 東経141.45139度﻿ / 42.93083; 141.45139;旧名: 後楽園広島スキー場後楽園北広島スキー場セントレジャー北広島スキー場;開業日: 1976年;標高差: 90 m;最長滑走距離: 1,200 m;最大傾斜: 18度;コース数: 5本;索道数: 3本;公式サイト: dynasty-resort.jp","日本のスキー場一覧","箇条書き","初心者〜中級者向けのコースが5コース設置されている。"
"滝野すずらん丘陵公園","滝野スノーワールド","https://ja.wikipedia.org/wiki/滝野すずらん丘陵公園","北緯42度54分49秒東経141度23分13秒","分類: 国営公園;所在地: 日本札幌市南区滝野;座標: 北緯42度54分49秒東経141度23分13秒﻿ / ﻿北緯42.91361度 東経141.38694度﻿ / 42.91361; 141.38694座標: 北緯42度54分49秒東経141度23分13秒﻿ / ﻿北緯42.91361度 東経141.38694度﻿ / 42.91361; 141.38694;面積: 395.7ヘクタール;開園: 1983年7月30日（一部開園）2010年5月22日（全面開園）;運営者: 国土交通省;年来園者数: 57万6231人（2014年度）;設備・遊具: 園路、散策路、庭園、森林、遊具、展望台、天文台、オートキャンプ場、パークゴルフ場、スキー場、野外教育施設、ビジターセンター;駐車場: 渓流口駐車場150台中央口駐車場960台東口駐車場610台鱒見口駐車場160台（冬季閉鎖）滝野の森駐車場150台南駐車場180台;バリアフリー: AED（自動体外式除細動器）電動車椅子多目的トイレ;アクセス: 札幌市営地下鉄南北線真駒内駅から北海道中央バス（西岡営業所）で約32分札幌市営地下鉄東豊線福住駅（福住バスターミナル）から北海道中央バス（大曲営業所）で約50分（4月～11月の土日祝と夏季のみ）;告示: 計画決定：昭和53年1月17日北海道告示第99号;事務所: 札幌市公園緑化協会共同体滝野管理センター;事務所所在地: 札幌市南区滝野247番地;公式サイト: 国営滝野すずらん丘陵公園オフィシャルウェブサイト","日本のスキー場一覧","箇条書き","札幌市中心部から約20kmに位置し、周辺には札幌芸術の森や札幌ふれあいの森などがある市内南部のレクリエーションエリアとなっている。通年利用を目指した公園としてグリーンシーズン（夏）、ホワイトシーズン（冬）を設けている（シーズン切替時の一時休園あり）。"
"Novel mountain park (存在しないページ)","novel mountain park（旧コバワールドスキー場）","https://ja.wikipedia.org/w/index.php?title=Novel_mountain_park&amp;action=edit&amp;redlink=1","","","日本のスキー場一覧","箇条書き",""
"浜益村民スキー場 (存在しないページ)","浜益村民スキー場（2008年廃止）","https://ja.wikipedia.org/w/index.php?title=浜益村民スキー場&amp;action=edit&amp;redlink=1","","","日本のスキー場一覧","箇条書き",""
"フッズスノーエリア","フッズスノーエリア","https://ja.wikipedia.org/wiki/フッズスノーエリア","北緯42度57分16秒東経141度16分43秒","所在地: 〒061-2271札幌市南区藤野473-1;座標: 北緯42度57分16秒東経141度16分43秒﻿ / ﻿北緯42.95444度 東経141.27861度﻿ / 42.95444; 141.27861座標: 北緯42度57分16秒東経141度16分43秒﻿ / ﻿北緯42.95444度 東経141.27861度﻿ / 42.95444; 141.27861;正式名称: 札幌市藤野野外スポーツ交流施設;旧名: 藤野ヘルスランド国際スキー場;所有者: 札幌市;管理者: 札幌リゾート開発公社(2020年4月1日から);開業日: 1963年;標高差: 300 m;最長滑走距離: 1,800 m;最大傾斜: 38度;コース数: 6本;索道数: 3本;公式サイト: fujino-yagai-sports.jp","日本のスキー場一覧","箇条書き","文部科学省が推進する総合型地域スポーツクラブの発足に伴い、隣接するスキー場とリュージュのコースを合わせた野外施設としてオープンした。夏期にはマウンテンバイクやインラインスケートのコースを設置しており、芝生広場やバーベキューコーナーなどの設備もある。"
"真駒内スキー場","真駒内スキー場（2005年廃止）","https://ja.wikipedia.org/wiki/真駒内スキー場","北緯42度55分20秒東経141度19分40秒","所在地: 〒005-0863北海道札幌市南区常盤383-6;座標: 北緯42度55分20秒東経141度19分40秒﻿ / ﻿北緯42.92222度 東経141.32778度﻿ / 42.92222; 141.32778座標: 北緯42度55分20秒東経141度19分40秒﻿ / ﻿北緯42.92222度 東経141.32778度﻿ / 42.92222; 141.32778;運営者: プリンスホテル;開業日: 1980年;廃業日: 2007年;標高: 460 m - 237 m;標高差: 223 m;最長滑走距離: 1,200 m;最大傾斜: 30度;コース数: 3本;索道数: 4本","日本のスキー場一覧","箇条書き","所有する西武ホールディングスは経営再建のためにこのスキー場を売却する意向であったが、最終的に買い手がつかなかったため廃業すると2007年（平成19年）3月23日に発表した。最終シーズンの営業は同年3月18日に終了している。"
"グリーンピア大沼スキー場 (存在しないページ)","グリーンピア大沼スキー場","https://ja.wikipedia.org/w/index.php?title=グリーンピア大沼スキー場&amp;action=edit&amp;redlink=1","","","日本のスキー場一覧","箇条書き",""
"ニヤマ高原スキー場 (存在しないページ)","ニヤマ高原スキー場","https://ja.wikipedia.org/w/index.php?title=ニヤマ高原スキー場&amp;action=edit&amp;redlink=1","","","日本のスキー場一覧","箇条書き",""
"函館七飯スノーパーク","函館七飯スノーパーク","https://ja.wikipedia.org/wiki/函館七飯スノーパーク","北緯41度59分11秒東経140度44分49秒","所在地: 〒041-1351北海道亀田郡七飯町東大沼666;座標: 北緯41度59分11秒東経140度44分49秒﻿ / ﻿北緯41.98639度 東経140.74694度﻿ / 41.98639; 140.74694座標: 北緯41度59分11秒東経140度44分49秒﻿ / ﻿北緯41.98639度 東経140.74694度﻿ / 41.98639; 140.74694;標高: 943 m - 245 m;標高差: 698 m;最長滑走距離: 4,000 m;最大傾斜: 29度;コース数: 8本;索道数: 3本;公式サイト: 函館七飯スノーパーク","日本のスキー場一覧","箇条書き","北海道駒ヶ岳や大沼が目の前に広がっており、スキーやスノーボードを持っていなくてもゴンドラに乗って山頂まで行くことが出来る。夏季は「函館七飯ゴンドラ」として営業（後述）している。2018年には「函館七飯ゴンドラ・スノーパーク」のPEAKCAFE（ピークカフェ、後述）のテラスに設置された鐘「PEAK BELL（ピークベル）」が「恋人の聖地」サテライトに選定された。"
"ふるさとの森スキー場 (存在しないページ)","ふるさとの森スキー場","https://ja.wikipedia.org/w/index.php?title=ふるさとの森スキー場&amp;action=edit&amp;redlink=1","","","日本のスキー場一覧","箇条書き",""
"八雲町営スキー場 (存在しないページ)","八雲町営スキー場","https://ja.wikipedia.org/w/index.php?title=八雲町営スキー場&amp;action=edit&amp;redlink=1","","","日本のスキー場一覧","箇条書き",""
"横津岳国際スキー場 (存在しないページ)","横津岳国際スキー場（2006年休止）","https://ja.wikipedia.org/w/index.php?title=横津岳国際スキー場&amp;action=edit&amp;redlink=1","","","日本のスキー場一覧","箇条書き",""
"今金町種川スキー場","今金町種川スキー場","https://ja.wikipedia.org/wiki/今金町種川スキー場","北緯42度25分24.9秒東経140度4分14秒","所在地: 北海道瀬棚郡今金町字種川;座標: 北緯42度25分24.9秒東経140度4分14秒﻿ / ﻿北緯42.423583度 東経140.07056度﻿ / 42.423583; 140.07056座標: 北緯42度25分24.9秒東経140度4分14秒﻿ / ﻿北緯42.423583度 東経140.07056度﻿ / 42.423583; 140.07056;標高: 110 m - 35 m;標高差: 75 m;最長滑走距離: 300 m;コース数: 1本;索道数: 2本","日本のスキー場一覧","箇条書き","種川小学校に併設されたスキー場である。ゲレンデは一面で、中級者向けの上側斜面と初級者向けの下側斜面にそれぞれロープトゥが設置されている。簡素ではあるが、一部ナイター設備を備えている。"
"太鼓山スキー場 (存在しないページ)","太鼓山スキー場","https://ja.wikipedia.org/w/index.php?title=太鼓山スキー場&amp;action=edit&amp;redlink=1","","","日本のスキー場一覧","箇条書き",""
"大成スキー場 (存在しないページ)","大成スキー場","https://ja.wikipedia.org/w/index.php?title=大成スキー場&amp;action=edit&amp;redlink=1","","","日本のスキー場一覧","箇条書き",""
"富岡スキー場 (存在しないページ)","富岡スキー場","https://ja.wikipedia.org/w/index.php?title=富岡スキー場&amp;action=edit&amp;redlink=1","","","日本のスキー場一覧","箇条書き",""
"ピリカスキー場 (存在しないページ)","ピリカスキー場","https://ja.wikipedia.org/w/index.php?title=ピリカスキー場&amp;action=edit&amp;redlink=1","","","日本のスキー場一覧","箇条書き",""
"旭ヶ丘スキー場 (存在しないページ)","旭ヶ丘スキー場","https://ja.wikipedia.org/w/index.php?title=旭ヶ丘スキー場&amp;action=edit&amp;redlink=1","","","日本のスキー場一覧","箇条書き",""
"朝里川温泉スキー場","朝里川温泉スキー場","https://ja.wikipedia.org/wiki/朝里川温泉スキー場","北緯43度08分37秒東経141度02分12秒","所在地: 〒047-0154北海道小樽市朝里川温泉1丁目;座標: 北緯43度08分37秒東経141度02分12秒﻿ / ﻿北緯43.14361度 東経141.03667度﻿ / 43.14361; 141.03667座標: 北緯43度08分37秒東経141度02分12秒﻿ / ﻿北緯43.14361度 東経141.03667度﻿ / 43.14361; 141.03667;標高: 680 m - 140 m;標高差: 540 m;最長滑走距離: 3,000 m;最大傾斜: 36度;コース数: 9本;索道数: 4本;公式サイト: 朝里川温泉スキー場","日本のスキー場一覧","箇条書き","1968年（昭和43年）開場。安達建設グループである株式会社Nikkan（旧日観興業）が隣接するゴルフ場「札樽ゴルフ倶楽部」とともに所有しているが、2006年（平成18年）から2016年（平成28年）までは小樽朝里クラッセホテルを運営しているアンビックスがスキー場の運営を行っていた。その後、ゴルフ場とともにNikkanから新設分割した株式会社Sassonが運営を承継した。"
"IWANAI RESORT (存在しないページ)","IWANAI RESORT（旧ニセコいわない国際スキー場）","https://ja.wikipedia.org/w/index.php?title=IWANAI_RESORT&amp;action=edit&amp;redlink=1","","","日本のスキー場一覧","箇条書き",""
"小樽天狗山スキー場","小樽天狗山スキー場","https://ja.wikipedia.org/wiki/小樽天狗山スキー場","北緯43度10分41秒東経140度58分24秒","所在地: 〒047-0023北海道小樽市最上2丁目16-15;座標: 北緯43度10分41秒東経140度58分24秒﻿ / ﻿北緯43.17806度 東経140.97333度﻿ / 43.17806; 140.97333座標: 北緯43度10分41秒東経140度58分24秒﻿ / ﻿北緯43.17806度 東経140.97333度﻿ / 43.17806; 140.97333;標高: 532 m - 200 m;標高差: 332 m;最長滑走距離: 1,247 m;最大傾斜: 42度;コース数: 6本;索道数: 3本;公式サイト: 小樽天狗山ロープウェイスキー場","日本のスキー場一覧","箇条書き","天狗山の斜面にあり、小樽港や石狩湾などを一望することができるビューポイントとなっている。北海道中央バスのグループ会社「中央バス観光開発」が運営している。周辺にはガラス工房やペンションが立地している。夏場は山頂の展望台まで「小樽天狗山ロープウエイ」を運行している。"
"キロロスノーワールド","キロロスノーワールド","https://ja.wikipedia.org/wiki/キロロスノーワールド","北緯43度04分01秒東経140度59分22秒","所在地: 〒046-0593北海道余市郡赤井川村字常盤128-1;座標: 北緯43度04分01秒東経140度59分22秒﻿ / ﻿北緯43.06694度 東経140.98944度﻿ / 43.06694; 140.98944座標: 北緯43度04分01秒東経140度59分22秒﻿ / ﻿北緯43.06694度 東経140.98944度﻿ / 43.06694; 140.98944;標高: 1,180 m - 570 m;標高差: 610 m;最長滑走距離: 4,050 m;最大傾斜: 36.8度;コース数: 23本;索道数: 10本;公式サイト: キロロリゾート","日本のスキー場一覧","箇条書き","朝里岳と長峰岳の斜面には日本国内屈指の積雪量と雪質を誇るスキー場があり、通常のゲレンデオープン期間は日本国内有数の長さとなっている。「株式会社キロロアソシエイツ」が運営している。朝里岳山頂にある「ニイサの鐘」は、「恋人の聖地」に選定されている。"
"積丹町野外スポーツ林スキー場 (存在しないページ)","積丹町野外スポーツ林スキー場","https://ja.wikipedia.org/w/index.php?title=積丹町野外スポーツ林スキー場&amp;action=edit&amp;redlink=1","","","日本のスキー場一覧","箇条書き",""
"スノークルーズ・オーンズ","スノークルーズ・オーンズ","https://ja.wikipedia.org/wiki/スノークルーズ・オーンズ","北緯43度08分46秒東経141度07分59秒","所在地: 〒047-0265北海道小樽市春香町357;座標: 北緯43度08分46秒東経141度07分59秒﻿ / ﻿北緯43.14611度 東経141.13306度﻿ / 43.14611; 141.13306座標: 北緯43度08分46秒東経141度07分59秒﻿ / ﻿北緯43.14611度 東経141.13306度﻿ / 43.14611; 141.13306;標高: 308 m - 100 m;標高差: 208 m;最長滑走距離: 1,000 m;最大傾斜: 30度;コース数: 9本;索道数: 2本;テレインパーク: 1;公式サイト: スノークルーズオーンズ","日本のスキー場一覧","箇条書き","春香山の北麓に位置しており、石狩湾を望むことができるスキー場となっている。「オーンズ」（Onze）とはフランス語で「11」を意味している。例年は10月上旬から人工造雪機を導入してゲレンデ整備を行い、北海道内で最も早い11月11日を目途にオープンしている。また、ナイターを午後11時まで営業しているなど、「11」にこだわったサービスを行っている。"
"チセヌプリスキー場 (存在しないページ)","チセヌプリスキー場（2013年休止、CATスキーコースとして使用）","https://ja.wikipedia.org/w/index.php?title=チセヌプリスキー場&amp;action=edit&amp;redlink=1","","","日本のスキー場一覧","箇条書き",""
"中山峠スキー場","中山峠スキー場","https://ja.wikipedia.org/wiki/中山峠スキー場","北緯42度51分0秒東経141度5分40秒","所在地: 北海道虻田郡喜茂別町字川上345番地;座標: 北緯42度51分0秒東経141度5分40秒﻿ / ﻿北緯42.85000度 東経141.09444度﻿ / 42.85000; 141.09444座標: 北緯42度51分0秒東経141度5分40秒﻿ / ﻿北緯42.85000度 東経141.09444度﻿ / 42.85000; 141.09444;標高: 980 m - 790 m;標高差: 190 m;最長滑走距離: 1,400 m;最大傾斜: 24度;コース数: 3本;コース面積: 14.3615 ha;索道数: 1本;テレインパーク: -;公式サイト: 中山峠スキー場","日本のスキー場一覧","箇条書き","中山峠に近い標高830mの高所に所在することから、スキーシーズンの営業長さでは道内一二を争うことで知られ、毎年11月上旬から5月の連休までロングラン営業をしているスキー場として人気があったが、近年はシーズン初頭の「初すべり期間」と「春スキー期間」のみ営業を行い、厳冬季は休業している。"
"仁木町民スキー場 (存在しないページ)","仁木町民スキー場","https://ja.wikipedia.org/w/index.php?title=仁木町民スキー場&amp;action=edit&amp;redlink=1","","","日本のスキー場一覧","箇条書き",""
"ニセコアンヌプリ国際スキー場","ニセコアンヌプリ国際スキー場","https://ja.wikipedia.org/wiki/ニセコアンヌプリ国際スキー場","北緯42度51分12秒東経140度38分55秒","所在地: 〒048-1511北海道虻田郡ニセコ町字ニセコ485;座標: 北緯42度51分12秒東経140度38分55秒﻿ / ﻿北緯42.85333度 東経140.64861度﻿ / 42.85333; 140.64861座標: 北緯42度51分12秒東経140度38分55秒﻿ / ﻿北緯42.85333度 東経140.64861度﻿ / 42.85333; 140.64861;標高: 1,156 m - 400 m;標高差: 756 m;最長滑走距離: 4,000 m;最大傾斜: 34度;コース数: 13本;コース面積: 47 ha;索道数: 6本;公式サイト: ニセコアンヌプリ・オフィシャルサイト;運営: 北海道中央バス;前身: ホテルニセコいこいの村;階数: 地下1階 - 地上3階;部屋数: 29室;駐車場: 100台;開業: 1981年;改装: 2015年;最寄駅: ニセコ駅;所在地: 〒048-1511北海道虻田郡ニセコ町字ニセコ477;公式サイト: いこいの湯宿 いろは 公式サイト;所在地: 〒048-1511北海道虻田郡ニセコ町字ニセコ485;座標: 北緯42度51分12秒東経140度38分55秒﻿ / ﻿北緯42.85333度 東経140.64861度﻿ / 42.85333; 140.64861座標: 北緯42度51分12秒東経140度38分55秒﻿ / ﻿北緯42.85333度 東経140.64861度﻿ / 42.85333; 140.64861;標高: 1,156 m - 400 m;標高差: 756 m;最長滑走距離: 4,000 m;最大傾斜: 34度;コース数: 13本;コース面積: 47 ha;索道数: 6本;公式サイト: ニセコアンヌプリ・オフィシャルサイト;運営: 北海道中央バス;前身: ホテルニセコいこいの村;階数: 地下1階 - 地上3階;部屋数: 29室;駐車場: 100台;開業: 1981年;改装: 2015年;最寄駅: ニセコ駅;所在地: 〒048-1511北海道虻田郡ニセコ町字ニセコ477;公式サイト: いこいの湯宿 いろは 公式サイト","日本のスキー場一覧","箇条書き","コース"
"ニセコHANAZONOリゾート","ニセコHANAZONOリゾート","https://ja.wikipedia.org/wiki/ニセコHANAZONOリゾート","北緯42度53分35秒東経140度41分59秒","所在地: 〒044-0082北海道虻田郡倶知安町字岩尾別328-1;座標: 北緯42度53分35秒東経140度41分59秒﻿ / ﻿北緯42.89306度 東経140.69972度﻿ / 42.89306; 140.69972座標: 北緯42度53分35秒東経140度41分59秒﻿ / ﻿北緯42.89306度 東経140.69972度﻿ / 42.89306; 140.69972;標高: 1,308 m - 308 m;標高差: 1,000 m;最長滑走距離: 3,300 m;コース数: 8本;コース面積: 560 ha;索道数: 3本;テレインパーク: 3;公式サイト: Hanazono Niseko;所在地:  日本北海道虻田郡倶知安町字花園1;開業: 1992年（ニセコ東急ゴルフコース）2016年;運営者: 日本ハーモニー・リゾート;公式サイト: HANAZONO GOLF;所在地: 〒044-0082北海道虻田郡倶知安町字岩尾別328-1;座標: 北緯42度53分35秒東経140度41分59秒﻿ / ﻿北緯42.89306度 東経140.69972度﻿ / 42.89306; 140.69972座標: 北緯42度53分35秒東経140度41分59秒﻿ / ﻿北緯42.89306度 東経140.69972度﻿ / 42.89306; 140.69972;標高: 1,308 m - 308 m;標高差: 1,000 m;最長滑走距離: 3,300 m;コース数: 8本;コース面積: 560 ha;索道数: 3本;テレインパーク: 3;公式サイト: Hanazono Niseko;所在地:  日本北海道虻田郡倶知安町字花園1;開業: 1992年（ニセコ東急ゴルフコース）2016年;運営者: 日本ハーモニー・リゾート;公式サイト: HANAZONO GOLF","日本のスキー場一覧","箇条書き","コース"
