"タイトル","コメント","URLアドレス","座標","詳細情報","親リスト","一覧抽出方法"
"長良川","長良川（岐阜県）","https://ja.wikipedia.org/wiki/長良川","","水系: 一級水系木曽川;種別: 一級河川;延長: 166 km;平均流量: 115.4 m³/s（忠節観測所1954年 - 2004年）;流域面積: 1,985 km²;水源: 大日ヶ岳（岐阜県郡上市）;水源の標高: 1,709 m;河口・合流先: 伊勢湾（三重県桑名市）;流域: 日本岐阜県・愛知県・三重県","日本二十五勝","箇条書き"
"瀞八丁","瀞八丁（和歌山県）","https://ja.wikipedia.org/wiki/瀞八丁","","","日本二十五勝","箇条書き"
"黒部峡谷","黒部峡谷（富山県）","https://ja.wikipedia.org/wiki/黒部峡谷","","","日本二十五勝","箇条書き"
"昇仙峡","御岳昇仙峡（山梨県）","https://ja.wikipedia.org/wiki/昇仙峡","","","日本二十五勝","箇条書き"
"天竜峡","天竜峡（長野県）","https://ja.wikipedia.org/wiki/天竜峡","","","日本二十五勝","箇条書き"
"那智滝","那智滝（和歌山県）","https://ja.wikipedia.org/wiki/那智滝","北緯33度40分31秒東経135度53分15秒","所在地: 和歌山県那智勝浦町;位置: 北緯33度40分31秒東経135度53分15秒座標: 北緯33度40分31秒 東経135度53分15秒;落差: 133 m;滝幅: 13 m;水系: 那智川","日本二十五勝","箇条書き"
"養老の滝","養老滝（岐阜県）","https://ja.wikipedia.org/wiki/養老の滝","北緯35度16分48秒東経136度32分3秒","所在地: 岐阜県養老郡養老町養老公園;位置: 北緯35度16分48秒東経136度32分3秒;落差: 32 m;滝幅: 4 m;水系: 木曽川水系滝谷","日本二十五勝","箇条書き"
"袋田の滝","袋田滝（茨城県）","https://ja.wikipedia.org/wiki/袋田の滝","北緯36度45分51.1秒東経140度24分26.5秒","所在地: 茨城県久慈郡大子町袋田;位置: 北緯36度45分51.1秒東経140度24分26.5秒;滝幅: 73 m;水系: 久慈川水系滝川","日本二十五勝","箇条書き"
"熱海温泉","熱海温泉（静岡県）","https://ja.wikipedia.org/wiki/熱海温泉","北緯35度06分04秒東経139度04分01秒","所在地: 静岡県熱海市;座標: 北緯35度06分04秒東経139度04分01秒﻿ / ﻿北緯35.1011157度 東経139.0669612度﻿ / 35.1011157; 139.0669612﻿ (熱海温泉)座標: 北緯35度06分04秒東経139度04分01秒﻿ / ﻿北緯35.1011157度 東経139.0669612度﻿ / 35.1011157; 139.0669612﻿ (熱海温泉);交通: 鉄道 : JR東海道新幹線またはJR東海道本線熱海駅下車すぐ;泉質: 塩化物泉;泉温（摂氏）: 平均72℃;湧出量: 毎分18,000L;液性の分類: 弱アルカリ性;浸透圧の分類: 低張性;外部リンク: 熱海市観光協会;熱海3号泉（大湯）※枯渇廃止: --.-℃;熱海7号泉（白馬湯）※枯渇廃止: --.-℃;熱海14号泉（水の湯）: 66.0℃;熱海16号泉（真の湯）: 90.0℃;熱海18号泉（第２白馬湯）※枯渇廃止: --.-℃;熱海19号泉（野村湯）: 82.0℃;熱海23号泉（安保湯）: 94.7℃;熱海28号泉（河原湯）: 54.0℃;熱海37号泉（潮見崎温泉）: 66.7℃;熱海38号泉（第１大野湯）: 7℃;熱海42号泉（塩見湯）: 62.0℃;熱海43号泉（青沼湯）: 85.0℃;熱海47号泉（水口湯）: 67.9℃;熱海56号泉（楠湯）: ℃;熱海60号泉（西山湯）: 85.0℃;熱海78号泉（三楽温泉）: 71.0℃;熱海79号泉（山田湯）: 85.0℃;熱海80号泉（立石湯）: 88.0℃;熱海83号泉（第１西熱海湯）※休止中: 55.0℃;熱海88号泉（第２西熱海湯）※休止中: 64.0℃;熱海89号泉（湧くわくの湯）: 77.0℃;熱海93号泉（福福湯）: 62.1℃;熱海99号泉（山王湯）: 80.0℃;熱海100号泉（緑風湯）: ℃;熱海101号泉（前山田温泉）: ℃;熱海103号泉（東久邇宮家別荘湯）: 94.0℃;熱海108号泉（三井温泉）※休止中: 76.0℃;熱海109号泉（銀山温泉）: ℃;熱海117号泉（第１小嵐湯）: ℃;熱海129号泉（春日温泉）: 64.3℃;熱海132号泉（大槻湯）: 72.0℃;熱海134号泉（第１田原湯）※休止中: 71.0℃;熱海137号泉（第１三本松湯）: ℃;熱海141号泉（第１簡保湯）: 51.0℃;熱海143号泉（来宮湯）: 94.0℃;熱海150号泉（第３西熱海湯）※休止中: 65.0℃;熱海166号泉（染殿湯）: ℃;熱海168号泉（第２大野湯）: ℃;熱海178号泉（坂本湯）※休止中: 91.0℃;熱海179号泉（小松湯）※休止中: 90.0℃;熱海180号泉（青山湯）※休止中: 90.0℃;熱海181号泉（藤沢湯）: 62.1℃;熱海187号泉（第３大野湯）: ℃;熱海189号泉（第２三本松湯）: ℃;熱海194号泉（八芳苑湯）: ℃;熱海205号泉（第４大野湯）: ℃;熱海210号泉（金城湯）: ℃;熱海218号泉（古河湯）: 89.0℃;熱海219号泉（第1渚湯）: 49.0℃;熱海220号泉（第１野中山湯）: ℃;熱海225号泉（志ほみ湯）: 74.0℃;熱海227号泉（小澤湯）: ℃;熱海231号泉（リゾートピア熱海温泉）: 80.5℃;熱海238号泉（第２渚湯）: 51.0℃;熱海239号泉（熱海閣温泉）: 80.8℃;熱海241号泉（第２野中山湯）: 87.0℃;熱海242号泉（一ふじ湯）: 57.0℃;熱海244号泉（長田湯）: 87.0℃;熱海250号泉（第４西熱海湯）※休止中: 59.0℃;熱海252号泉（東海岸温泉）: 76.0℃;熱海259号泉（第２竹ノ沢湯）※休止中: 65.0℃;熱海266号泉（万福湯）: 76.9℃;熱海268号泉（平戸湯）: 61.8℃;熱海272号泉（第２簡保湯）: 55.0℃;熱海276号泉（第４野中山湯）: 91.0℃;熱海281号泉（第３竹ノ沢湯）※休止中: 68.0℃;熱海282号泉（今宮神社1号源泉）: 53.9℃;熱海283号泉（釜ヶ根湯）: 47.0℃;熱海287号泉（大観湯）: 80.0℃;熱海290号泉（第４八幡山湯）: 50.0℃;熱海291号泉（第３小嵐湯）: 59.0℃;熱海295号泉（玉乃湯）: 53.0℃;熱海299号泉（日本鋼管湯）: 80.0℃;熱海302号泉（松ヶ丘温泉）: ℃;熱海331号泉（後楽園温泉）: 55.0℃;熱海353号泉（錦湯）: 55.2℃;熱海377号泉（グランバッハ熱海温泉）: 55.1℃;熱海389号泉（第２田原湯）: 74.3℃;熱海402号泉（錦浦温泉）: 49.5℃;熱海406号泉（第６小嵐湯）: 59.3℃","日本二十五勝","箇条書き"
"塩原温泉郷","塩原温泉（栃木県）","https://ja.wikipedia.org/wiki/塩原温泉郷","","","日本二十五勝","箇条書き"
"箱根温泉","箱根温泉（神奈川県）","https://ja.wikipedia.org/wiki/箱根温泉","","所在地: 神奈川県足柄下郡箱根町;交通: 箱根登山鉄道箱根湯本駅など西湘バイパス箱根口インターチェンジ・東名高速道路御殿場インターチェンジから国道138号経由;外部リンク: 箱根町観光協会公式サイト;所在地: 神奈川県足柄下郡箱根町;交通: 箱根登山鉄道箱根湯本駅など西湘バイパス箱根口インターチェンジ・東名高速道路御殿場インターチェンジから国道138号経由;外部リンク: 箱根町観光協会公式サイト","日本二十五勝","箇条書き"
"奈良盆地","大和平原（奈良県）","https://ja.wikipedia.org/wiki/奈良盆地","","","日本二十五勝","箇条書き"
"日田盆地","日田盆地（大分県）","https://ja.wikipedia.org/wiki/日田盆地","","","日本二十五勝","箇条書き"
