"タイトル","コメント","URLアドレス","座標","詳細情報","親リスト","一覧抽出方法"
"御正体山","22御正体山みしょうたいやま1682道志山塊 3A（道坂トンネル）22","https://ja.wikipedia.org/wiki/御正体山","北緯35度29分13秒東経138度55分54秒","標高: 1,681[1]m;所在地: 山梨県都留市・南都留郡道志村;位置: 北緯35度29分13秒東経138度55分54秒座標: 北緯35度29分13秒 東経138度55分54秒;山系: 道志山塊","山梨百名山","表形式"
"石割山","23石割山いしわりやま1413道志山塊 1A（石割神社駐車場）23","https://ja.wikipedia.org/wiki/石割山","","","山梨百名山","表形式"
"杓子山","24杓子山しゃくしやま1598道志山塊 2A（鳥居地峠）24","https://ja.wikipedia.org/wiki/杓子山","北緯35度29分7秒東経138度51分58秒","標高: 1597.6 m;所在地: 山梨県富士吉田市、都留市、忍野村;位置: 北緯35度29分7秒東経138度51分58秒;山系: 道志山塊","山梨百名山","表形式"
"大室山 (丹沢)","25大室山おおむろやま1588丹沢山地 3A（久保バス停）25","https://ja.wikipedia.org/wiki/大室山_(丹沢)","北緯35度30分39秒東経139度04分06秒","標高: 1,587[1]m;所在地: 日本神奈川県相模原市緑区山梨県南都留郡道志村;位置: 北緯35度30分39秒東経139度04分06秒座標: 北緯35度30分39秒 東経139度04分06秒;山系: 丹沢山地;種類: 山塊","山梨百名山","表形式"
"鳥ノ胸山 (存在しないページ)","26鳥ノ胸山とんのむねやま1208丹沢山地 2A（道の駅道志）26","https://ja.wikipedia.org/w/index.php?title=鳥ノ胸山&amp;action=edit&amp;redlink=1","","","山梨百名山","表形式"
"雨乞岳 (山梨県)","27雨乞岳あまごいだけ2037赤石山脈 3B（ヴィレッジ白州登山口）27","https://ja.wikipedia.org/wiki/雨乞岳_(山梨県)","北緯35度49分34秒東経138度14分08秒","標高: 2,037 m;所在地: 日本山梨県北杜市;位置: 北緯35度49分34秒東経138度14分08秒座標: 北緯35度49分34秒 東経138度14分08秒;山系: 赤石山脈","山梨百名山","表形式"
"日向山 (山梨県)","28日向山ひなたやま1660赤石山脈 2A（矢立石駐車場）28","https://ja.wikipedia.org/wiki/日向山_(山梨県)","北緯35度48分09秒東経138度16分17秒","標高: 1,660 m;所在地: 山梨県北杜市;位置: 北緯35度48分09秒東経138度16分17秒;山系: 赤石山脈","山梨百名山","表形式"
"鋸岳 (赤石山脈)","29鋸岳のこぎりだけ2685南アルプス 6D（釜無川ゲート）29","https://ja.wikipedia.org/wiki/鋸岳_(赤石山脈)","北緯35度46分44秒東経138度12分36秒","標高: 2,685 m;所在地: 日本長野県伊那市山梨県北杜市;位置: 北緯35度46分44秒東経138度12分36秒座標: 北緯35度46分44秒 東経138度12分36秒;山系: 赤石山脈","山梨百名山","表形式"
"甲斐駒ヶ岳","30甲斐駒ヶ岳かいこまがたけ2967南アルプス 3C（北沢峠）30","https://ja.wikipedia.org/wiki/甲斐駒ヶ岳","北緯35度45分28秒東経138度14分12秒","標高: 2,967 m;所在地: 山梨県北杜市、長野県伊那市;位置: 北緯35度45分28秒東経138度14分12秒座標: 北緯35度45分28秒 東経138度14分12秒;山系: 赤石山脈;種類: 隆起（花崗岩）;初登頂: 1818年（小尾権三郎が開山）","山梨百名山","表形式"
"アサヨ峰","31アサヨ峰あさよみね2799南アルプス 3C（北沢峠・栗沢山）31","https://ja.wikipedia.org/wiki/アサヨ峰","北緯35度43分54秒東経138度14分29秒","標高: 2,799 m;所在地: 日本山梨県南アルプス市・北杜市;位置: 北緯35度43分54秒東経138度14分29秒座標: 北緯35度43分54秒 東経138度14分29秒;山系: 赤石山脈","山梨百名山","表形式"
"仙丈ヶ岳","32仙丈ヶ岳せんじょうがたけ3033南アルプス 3C（北沢峠・小仙丈ヶ岳）32","https://ja.wikipedia.org/wiki/仙丈ヶ岳","北緯35度43分12秒東経138度11分1秒","標高: 3,032.88[1]m;所在地: 日本山梨県南アルプス市長野県伊那市;位置: .mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯35度43分12秒東経138度11分1秒﻿ / ﻿北緯35.72000度 東経138.18361度﻿ / 35.72000; 138.18361座標: 北緯35度43分12秒東経138度11分1秒﻿ / ﻿北緯35.72000度 東経138.18361度﻿ / 35.72000; 138.18361;山系: 赤石山脈;種類: 氷食尖峰、褶曲隆起","山梨百名山","表形式"
"小太郎山 (存在しないページ)","33小太郎山こたろうやま2725南アルプス 4B（広河原・草すべり）33","https://ja.wikipedia.org/w/index.php?title=小太郎山&amp;action=edit&amp;redlink=1","","","山梨百名山","表形式"
"北岳","34北岳きただけ3193南アルプス 5B（広河原・草すべり）34","https://ja.wikipedia.org/wiki/北岳","北緯35度40分28秒東経138度14分20秒","標高: 3,193.2[1]m;所在地: 日本山梨県南アルプス市;位置: .mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯35度40分28秒東経138度14分20秒﻿ / ﻿北緯35.67444度 東経138.23889度﻿ / 35.67444; 138.23889座標: 北緯35度40分28秒東経138度14分20秒﻿ / ﻿北緯35.67444度 東経138.23889度﻿ / 35.67444; 138.23889;山系: 赤石山脈;種類: 隆起;初登頂: 1871年（名取直江）[2]","山梨百名山","表形式"
"間ノ岳","35間ノ岳あいのだけ3190南アルプス 6C（広河原・草すべり）35","https://ja.wikipedia.org/wiki/間ノ岳","北緯35度38分46秒東経138度13分42秒","標高: 3,189.50[1]m;所在地: 日本山梨県南アルプス市、南巨摩郡早川町静岡県静岡市葵区;位置: 北緯35度38分46秒東経138度13分42秒座標: 北緯35度38分46秒 東経138度13分42秒[2];山系: 赤石山脈;種類: 隆起","山梨百名山","表形式"
"農鳥岳","36農鳥岳のうとりだけ3051南アルプス 7C（奈良田・大門沢）36","https://ja.wikipedia.org/wiki/農鳥岳","北緯35度37分16秒東経138度14分13秒","標高: 3,025.9m;所在地: 山梨県南巨摩郡早川町静岡県静岡市葵区;位置: 北緯35度37分16秒東経138度14分13秒;山系: 赤石山脈","山梨百名山","表形式"
"黒河内岳","37笹山（黒河内岳）ささやまくろごうちだけ2733南アルプス 5D（奈良田湖）37","https://ja.wikipedia.org/wiki/黒河内岳","北緯35度34分16秒東経138度14分38秒","標高: 2,733 m;所在地: 日本山梨県南巨摩郡早川町静岡県静岡市葵区;位置: 北緯35度34分16秒東経138度14分38秒座標: 北緯35度34分16秒 東経138度14分38秒;山系: 赤石山脈（白峰南嶺）","山梨百名山","表形式"
"笊ヶ岳","38笊ヶ岳ざるがたけ2629南アルプス 7D（老平）38","https://ja.wikipedia.org/wiki/笊ヶ岳","北緯35度25分27秒東経138度15分34秒","標高: 2,628.96[1]m;所在地: 山梨県南巨摩郡早川町静岡県静岡市葵区;位置: 北緯35度25分27秒東経138度15分34秒座標: 北緯35度25分27秒 東経138度15分34秒[2];山系: 赤石山脈（白峰南嶺）;種類: 隆起;初登頂: 中村清太郎（1911年）","山梨百名山","表形式"
"鳳凰山","39鳳凰山　地蔵ヶ岳　観音岳　薬師岳ほうおうざん　じぞうがたけ　かんのんだけ　やくしだけ2840南アルプス 6C（青木鉱泉・地蔵岳・仲道）39-139-239-3","https://ja.wikipedia.org/wiki/鳳凰山","北緯35度42分06秒東経138度18分17秒","標高: 2,841[1]m;所在地: 日本山梨県南アルプス市・韮崎市・北杜市;位置: 北緯35度42分06秒東経138度18分17秒座標: 北緯35度42分06秒 東経138度18分17秒[1];山系: 赤石山脈;種類: 隆起褶曲（花崗岩）","山梨百名山","表形式"
"甘利山","40甘利山あまりやま1731南アルプス 1A（広河原駐車場）40","https://ja.wikipedia.org/wiki/甘利山","北緯35度40分53秒東経138度22分34秒","標高: 1,731[1]m;所在地: 日本山梨県韮崎市・南アルプス市;位置: 北緯35度40分53秒東経138度22分34秒座標: 北緯35度40分53秒 東経138度22分34秒","山梨百名山","表形式"
"千頭星山 (存在しないページ)","41千頭星山せんとうぼしやま2139南アルプス 2A（広河原駐車場）41","https://ja.wikipedia.org/w/index.php?title=千頭星山&amp;action=edit&amp;redlink=1","","","山梨百名山","表形式"
"櫛形山 (山梨県)","42櫛形山くしがたやま2052南アルプス 3A（みはらし台駐車場・北尾根登山道）42","https://ja.wikipedia.org/wiki/櫛形山_(山梨県)","北緯35度35分12秒東経138度22分9秒","標高: 2,052 m;所在地: 山梨県南アルプス市南巨摩郡富士川町;位置: .mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯35度35分12秒東経138度22分9秒﻿ / ﻿北緯35.58667度 東経138.36917度﻿ / 35.58667; 138.36917;山系: 赤石山脈","山梨百名山","表形式"
"源氏山 (山梨県) (存在しないページ)","43源氏山げんじやま1827南アルプス 2A（丸山林道登山口）43","https://ja.wikipedia.org/w/index.php?title=源氏山_(山梨県)&amp;action=edit&amp;redlink=1","","","山梨百名山","表形式"
"富士見山 (存在しないページ)","44富士見山ふじみやま1640身延山地 3B（平須登山口）44","https://ja.wikipedia.org/w/index.php?title=富士見山&amp;action=edit&amp;redlink=1","","","山梨百名山","表形式"
"身延山","45身延山みのぶさん1153身延山地 3A（ロープウェイ駐車場）45","https://ja.wikipedia.org/wiki/身延山","北緯35度23分51秒東経138度24分59秒","標高: 1,153 m;所在地: 山梨県南巨摩郡身延町・早川町;位置: 北緯35度23分51秒東経138度24分59秒;山系: 身延山地","山梨百名山","表形式"
"七面山","46七面山しちめんざん1989身延山地 4A（羽衣)46","https://ja.wikipedia.org/wiki/七面山","北緯35度22分14秒東経138度21分2秒","標高: 1,989 m;所在地: 日本山梨県南巨摩郡身延町・早川町;位置: .mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯35度22分14秒東経138度21分2秒﻿ / ﻿北緯35.37056度 東経138.35056度﻿ / 35.37056; 138.35056座標: 北緯35度22分14秒東経138度21分2秒﻿ / ﻿北緯35.37056度 東経138.35056度﻿ / 35.37056; 138.35056;山系: 身延山地","山梨百名山","表形式"
"八紘嶺 (存在しないページ)","47八紘嶺はっこうれい1918身延山地 2B（梅ヶ島八紘嶺登山口駐車場）47","https://ja.wikipedia.org/w/index.php?title=八紘嶺&amp;action=edit&amp;redlink=1","","","山梨百名山","表形式"
"山伏 (赤石山脈)","48山伏やんぶし2014身延山地 1B（大笹峠駐車場）48","https://ja.wikipedia.org/wiki/山伏_(赤石山脈)","北緯35度18分16秒東経138度17分07秒","標高: 2,013.2 m;所在地: 日本山梨県南巨摩郡早川町・静岡県静岡市葵区;位置: 北緯35度18分16秒東経138度17分07秒座標: 北緯35度18分16秒 東経138度17分07秒;山系: 赤石山脈（白峰南嶺）","山梨百名山","表形式"
"十枚山","49十枚山じゅうまいさん1726身延山地 3B（十枚山登山口・十枚峠）49","https://ja.wikipedia.org/wiki/十枚山","北緯35度15分14秒東経138度22分40秒","標高: 1,726 m;所在地: 山梨県南巨摩郡南部町静岡県静岡市葵区;位置: 北緯35度15分14秒東経138度22分40秒座標: 北緯35度15分14秒 東経138度22分40秒;山系: 身延山地","山梨百名山","表形式"
"篠井山","50篠井山しのいさん1394身延山地 3A（篠井山奥山登山口）50","https://ja.wikipedia.org/wiki/篠井山","北緯35度14分52.2秒東経138度25分35.4秒","標高: 1,394.4 m;所在地: 日本山梨県南巨摩郡南部町;位置: 北緯35度14分52.2秒東経138度25分35.4秒座標: 北緯35度14分52.2秒 東経138度25分35.4秒;山系: 身延山地","山梨百名山","表形式"
"貫ヶ岳 (存在しないページ)","51貫ヶ岳かんがたけ897身延山地 2A（中沢登山口）51","https://ja.wikipedia.org/w/index.php?title=貫ヶ岳&amp;action=edit&amp;redlink=1","","","山梨百名山","表形式"
"高ドッキョウ","52高ドッキョウたかどっきょう1134身延山地 2A（樽峠登山口）52","https://ja.wikipedia.org/wiki/高ドッキョウ","北緯35度10分42.4秒東経138度26分17.0秒","標高: 1134 m;所在地: 日本山梨県南巨摩郡南部町静岡県静岡市清水区;位置: 北緯35度10分42.4秒東経138度26分17.0秒座標: 北緯35度10分42.4秒 東経138度26分17.0秒;山系: 身延山地","山梨百名山","表形式"
"白鳥山 (山梨県・静岡県) (存在しないページ)","53白鳥山しらとりやま568 1A（森林公園駐車場）53","https://ja.wikipedia.org/w/index.php?title=白鳥山_(山梨県・静岡県)&amp;action=edit&amp;redlink=1","","","山梨百名山","表形式"
"富士山","54富士山ふじさん3776独立峰 5B（スバルライン五合目）54","https://ja.wikipedia.org/wiki/富士山","北緯35度21分45秒東経138度43分50秒","標高: 3,776.12[注釈 1][1][2]m;所在地: 日本静岡県富士宮市裾野市富士市御殿場市駿東郡小山町山梨県富士吉田市南都留郡鳴沢村;位置: .mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯35度21分45秒東経138度43分50秒﻿ / ﻿北緯35.3625度 東経138.7306度﻿ / 35.3625; 138.7306[2]座標: 北緯35度21分45秒東経138度43分50秒﻿ / ﻿北緯35.3625度 東経138.7306度﻿ / 35.3625; 138.7306[2];山系: 独立峰;種類: 成層火山・活火山ランクB[3]・常時観測火山;初登頂: 663年（役小角）;富士山―信仰の対象と芸術の源泉（日本）:;英名: Fujisan, sacred place and source of artistic inspiration;仏名: Fujisan, lieu sacre et source d'inspiration artistique;面積: 20,702 ha（緩衝地域 49,628 ha）;登録区分: 文化遺産;登録基準: (3), (6);登録年: 2013年;公式サイト: 世界遺産センター（英語）;最高気温記録 °C（°F）: −1.7(28.9);平均最高気温 °C（°F）: −15.4(4.3);日平均気温 °C（°F）: −18.4(−1.1);平均最低気温 °C（°F）: −21.7(−7.1);最低気温記録 °C（°F）: −37.3(−35.1);平均気温の推移[注釈 9]: 平均気温の推移[注釈 9]@media all and (max-width:720px){body.skin-minerva .mw-parser-output div.mw-graph{min-width:auto!important;max-width:100%;overflow-x:auto;overflow-y:visible}}.mw-parser-output .mw-graph-img{width:inherit;height:inherit}最高気温・最低気温・湿度の推移平均最高気温[注釈 10]最高気温（最高値）[注釈 11]最高気温（最低値）[注釈 12]平均最低気温[注釈 13]最低気温（最低値）[注釈 14]最低気温（最高値）[注釈 15]各階級の日数[注釈 16]平均湿度の推移[注釈 17];南東麓: 柿田川（日本三大清流）、小浜池;南麓: 吉原湧泉群;西麓: 湧玉池（特別天然記念物）、白糸の滝（国指定の名勝及び天然記念物）、猪之頭湧泉群;北麓: 忍野八海（国指定の天然記念物）;標高: 3,776.12[注釈 1][1][2]m;所在地: 日本静岡県富士宮市裾野市富士市御殿場市駿東郡小山町山梨県富士吉田市南都留郡鳴沢村;位置: .mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯35度21分45秒東経138度43分50秒﻿ / ﻿北緯35.3625度 東経138.7306度﻿ / 35.3625; 138.7306[2]座標: 北緯35度21分45秒東経138度43分50秒﻿ / ﻿北緯35.3625度 東経138.7306度﻿ / 35.3625; 138.7306[2];山系: 独立峰;種類: 成層火山・活火山ランクB[3]・常時観測火山;初登頂: 663年（役小角）;富士山―信仰の対象と芸術の源泉（日本）:;英名: Fujisan, sacred place and source of artistic inspiration;仏名: Fujisan, lieu sacre et source d'inspiration artistique;面積: 20,702 ha（緩衝地域 49,628 ha）;登録区分: 文化遺産;登録基準: (3), (6);登録年: 2013年;公式サイト: 世界遺産センター（英語）;最高気温記録 °C（°F）: −1.7(28.9);平均最高気温 °C（°F）: −15.4(4.3);日平均気温 °C（°F）: −18.4(−1.1);平均最低気温 °C（°F）: −21.7(−7.1);最低気温記録 °C（°F）: −37.3(−35.1);平均気温の推移[注釈 9]: 平均気温の推移[注釈 9]@media all and (max-width:720px){body.skin-minerva .mw-parser-output div.mw-graph{min-width:auto!important;max-width:100%;overflow-x:auto;overflow-y:visible}}.mw-parser-output .mw-graph-img{width:inherit;height:inherit}最高気温・最低気温・湿度の推移平均最高気温[注釈 10]最高気温（最高値）[注釈 11]最高気温（最低値）[注釈 12]平均最低気温[注釈 13]最低気温（最低値）[注釈 14]最低気温（最高値）[注釈 15]各階級の日数[注釈 16]平均湿度の推移[注釈 17];南東麓: 柿田川（日本三大清流）、小浜池;南麓: 吉原湧泉群;西麓: 湧玉池（特別天然記念物）、白糸の滝（国指定の名勝及び天然記念物）、猪之頭湧泉群;北麓: 忍野八海（国指定の天然記念物）","山梨百名山","表形式"
"三つ峠","55三ッ峠山みつとうげやま1785御坂山地  2A（金ヶ窪沢登山口）55","https://ja.wikipedia.org/wiki/三つ峠","北緯35度32分57秒東経138度48分33秒","標高: 1,785 m;所在地: 山梨県都留市・南都留郡西桂町・富士河口湖町;位置: 北緯35度32分57秒東経138度48分33秒;山系: 御坂山地","山梨百名山","表形式"
"達沢山 (存在しないページ)","56達沢山たつざわやま1358御坂山地 2A（立沢林道入口）56","https://ja.wikipedia.org/w/index.php?title=達沢山&amp;action=edit&amp;redlink=1","","","山梨百名山","表形式"
"黒岳 (御坂山地)","57黒岳くろだけ1793御坂山地 1A（すずらん峠登山口）57","https://ja.wikipedia.org/wiki/黒岳_(御坂山地)","北緯35度33分8秒東経138度44分58秒","標高: 1,793 m;所在地: 山梨県笛吹市山梨県南都留郡富士河口湖町;位置: 北緯35度33分8秒東経138度44分58秒座標: 北緯35度33分8秒 東経138度44分58秒;山系: 御坂山地","山梨百名山","表形式"
"釈迦ヶ岳 (笛吹市)","58釈迦ヶ岳しゃかがだけ1641御坂山地 1A（日向坂峠）58","https://ja.wikipedia.org/wiki/釈迦ヶ岳_(笛吹市)","北緯35度33分46.63秒東経138度43分15.12秒","標高: 1,641[1]m;所在地: 日本山梨県笛吹市;位置: 北緯35度33分46.63秒東経138度43分15.12秒座標: 北緯35度33分46.63秒 東経138度43分15.12秒[2];山系: 御坂山地[3]","山梨百名山","表形式"
"大栃山 (存在しないページ)","59大栃山おおとちやま1415御坂山地 1A（檜峰神社）59","https://ja.wikipedia.org/w/index.php?title=大栃山&amp;action=edit&amp;redlink=1","","","山梨百名山","表形式"
