"タイトル","コメント","URLアドレス","座標","詳細情報","親リスト","一覧抽出方法"
"牛伏山 (群馬県)","15牛伏山491m40袈裟丸山1878m65高間山1342m90御荷鉾山1286m","https://ja.wikipedia.org/wiki/牛伏山_(群馬県)","北緯36度13分13.98秒東経138度59分00.9秒","標高: 491[1]m;所在地: 群馬県高崎市[2];位置: .mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯36度13分13.98秒東経138度59分00.9秒﻿ / ﻿北緯36.2205500度 東経138.983583度﻿ / 36.2205500; 138.983583座標: 北緯36度13分13.98秒東経138度59分00.9秒﻿ / ﻿北緯36.2205500度 東経138.983583度﻿ / 36.2205500; 138.983583;種類: 残丘[1];分類: 自然公園;所在地: 群馬県高崎市吉井町多比良[4];設備・遊具: 展望台・休憩所・洞窟観音等[4];駐車場: あり（約1,000 m2）[1];アクセス: 吉井駅からタクシーで15分[5]吉井ICから車で10分[6];事務所: 高崎市吉井支所産業課[6];事務所所在地: 群馬県高崎市吉井町吉井川371[6];公式サイト: 高崎市 牛伏山自然公園;標高: 491[1]m;所在地: 群馬県高崎市[2];位置: .mw-parser-output .geo-default,.mw-parser-output .geo-dms,.mw-parser-output .geo-dec{display:inline}.mw-parser-output .geo-nondefault,.mw-parser-output .geo-multi-punct{display:none}.mw-parser-output .longitude,.mw-parser-output .latitude{white-space:nowrap}北緯36度13分13.98秒東経138度59分00.9秒﻿ / ﻿北緯36.2205500度 東経138.983583度﻿ / 36.2205500; 138.983583座標: 北緯36度13分13.98秒東経138度59分00.9秒﻿ / ﻿北緯36.2205500度 東経138.983583度﻿ / 36.2205500; 138.983583;種類: 残丘[1];分類: 自然公園;所在地: 群馬県高崎市吉井町多比良[4];設備・遊具: 展望台・休憩所・洞窟観音等[4];駐車場: あり（約1,000 m2）[1];アクセス: 吉井駅からタクシーで15分[5]吉井ICから車で10分[6];事務所: 高崎市吉井支所産業課[6];事務所所在地: 群馬県高崎市吉井町吉井川371[6];公式サイト: 高崎市 牛伏山自然公園","ぐんま百名山","表形式"
"エビ山 (存在しないページ)","16エビ山1744m41庚申山189m66嵩山789m91三国山1636m","https://ja.wikipedia.org/w/index.php?title=エビ山&amp;action=edit&amp;redlink=1","","","ぐんま百名山","表形式"
"烏帽子岳 (群馬県) (存在しないページ)","17烏帽子岳1182m42荒神山624m67立岩1265m92三峰山1123m","https://ja.wikipedia.org/w/index.php?title=烏帽子岳_(群馬県)&amp;action=edit&amp;redlink=1","","","ぐんま百名山","表形式"
"王城山 (存在しないページ)","18王城山1123m43鉱石山1205m68谷川岳1963m93御堂山878m","https://ja.wikipedia.org/w/index.php?title=王城山&amp;action=edit&amp;redlink=1","","","ぐんま百名山","表形式"
"大桁山 (存在しないページ)","19大桁山836m44子持山1296m69丹後山1809m94妙義山1104m","https://ja.wikipedia.org/w/index.php?title=大桁山&amp;action=edit&amp;redlink=1","","","ぐんま百名山","表形式"
"大水上山","20大水上山1840m45金精山2244m70茶臼山294m95物語山1019m","https://ja.wikipedia.org/wiki/大水上山","北緯37度3分32秒東経139度5分49秒","標高: 1834 m;所在地: 群馬県利根郡みなかみ町新潟県南魚沼市新潟県魚沼市;位置: 北緯37度3分32秒東経139度5分49秒;山系: 三国山脈","ぐんま百名山","表形式"
"大峰山 (群馬県)","21大峰山1255m46桜山591m71角落山1393m96物見山1375m","https://ja.wikipedia.org/wiki/大峰山_(群馬県)","北緯36度44分8.7秒東経138度56分1.04秒","標高: 1254.5 m;所在地: 日本群馬県利根郡みなかみ町;位置: 北緯36度44分8.7秒東経138度56分1.04秒座標: 北緯36度44分8.7秒 東経138度56分1.04秒;山系: 三国山脈","ぐんま百名山","表形式"
"小沢岳","22小沢岳1089m47皿伏山1917m72父不見山1047m97温泉ヶ岳2333m","https://ja.wikipedia.org/wiki/小沢岳","北緯36度59分14.81秒東経139度2分50.21秒","標高: 1,946 m;所在地: 日本新潟県南魚沼市群馬県利根郡みなかみ町;位置: 北緯36度59分14.81秒東経139度2分50.21秒座標: 北緯36度59分14.81秒 東経139度2分50.21秒;山系: 越後山脈","ぐんま百名山","表形式"
"小野子山","23小野子山1208m48茂倉岳1978m73天狗岩1234m98湯ノ丸山2101m","https://ja.wikipedia.org/wiki/小野子山","北緯36度34分51秒東経138度56分13秒","標高: 1,208.3 m;所在地: 日本群馬県渋川市・吾妻郡高山村;位置: 北緯36度34分51秒東経138度56分13秒座標: 北緯36度34分51秒 東経138度56分13秒;種類: 成層火山","ぐんま百名山","表形式"
"御飯岳 (存在しないページ)","24御飯岳2160m49至仏山2228m74天狗山667m99横手山2305m","https://ja.wikipedia.org/w/index.php?title=御飯岳&amp;action=edit&amp;redlink=1","","","ぐんま百名山","表形式"
"篭ノ登山","25篭ノ登山2227m50蛇骨岳2366m75天丸山1506m100四ッ又山900m","https://ja.wikipedia.org/wiki/篭ノ登山","北緯36度25分10秒東経138度26分50秒","標高: 東篭ノ登山 2,227.91[1]m西篭ノ登山 2,212[2]m;所在地: 群馬県吾妻郡嬬恋村・長野県東御市;位置: 東篭ノ登山北緯36度25分10秒東経138度26分50秒座標: 北緯36度25分10秒 東経138度26分50秒西篭ノ登山北緯36度25分21秒東経138度26分31秒;山系: 浅間連峰（烏帽子火山群）[3];種類: 安山岩質溶岩円頂丘（溶岩ドーム）[4]","ぐんま百名山","表形式"
